negara,region,benua,bulan,tahun,jumlah_kunjungan_wisman
India,Asia,ASIA,Maret,2021,539
India,Asia,ASIA,April,2021,826
India,Asia,ASIA,Mei,2021,244
India,Asia,ASIA,Juni,2021,211
India,Asia,ASIA,Juli,2021,176
India,Asia,ASIA,Agustus,2021,165
India,Asia,ASIA,September,2021,184
India,Asia,ASIA,Oktober,2021,949
India,Asia,ASIA,November,2021,1301
India,Asia,ASIA,Desember,2021,1168
Japan,Asia,ASIA,Januari,2021,79
Japan,Asia,ASIA,Februari,2021,422
Japan,Asia,ASIA,Maret,2021,284
Japan,Asia,ASIA,April,2021,628
Japan,Asia,ASIA,Mei,2021,929
Japan,Asia,ASIA,Juni,2021,731
Japan,Asia,ASIA,Juli,2021,88
Japan,Asia,ASIA,Agustus,2021,37
Japan,Asia,ASIA,September,2021,288
Japan,Asia,ASIA,Oktober,2021,737
Japan,Asia,ASIA,November,2021,821
Japan,Asia,ASIA,Desember,2021,908
South Korea,Asia,ASIA,Januari,2021,207
South Korea,Asia,ASIA,Februari,2021,676
South Korea,Asia,ASIA,Maret,2021,842
South Korea,Asia,ASIA,April,2021,1119
South Korea,Asia,ASIA,Mei,2021,799
South Korea,Asia,ASIA,Juni,2021,813
South Korea,Asia,ASIA,Juli,2021,280
South Korea,Asia,ASIA,Agustus,2021,164
South Korea,Asia,ASIA,September,2021,364
South Korea,Asia,ASIA,Oktober,2021,1281
South Korea,Asia,ASIA,November,2021,1681
South Korea,Asia,ASIA,Desember,2021,1271
Pakistan,Asia,ASIA,Januari,2021,27
Pakistan,Asia,ASIA,Februari,2021,71
Pakistan,Asia,ASIA,Maret,2021,51
Pakistan,Asia,ASIA,April,2021,101
Pakistan,Asia,ASIA,Mei,2021,69
Pakistan,Asia,ASIA,Juni,2021,98
Pakistan,Asia,ASIA,Juli,2021,67
Pakistan,Asia,ASIA,Agustus,2021,15
Pakistan,Asia,ASIA,September,2021,53
Pakistan,Asia,ASIA,Oktober,2021,113
Pakistan,Asia,ASIA,November,2021,146
Pakistan,Asia,ASIA,Desember,2021,163
Bangladesh,Asia,ASIA,Januari,2021,88
Bangladesh,Asia,ASIA,Februari,2021,87
Bangladesh,Asia,ASIA,Maret,2021,79
Bangladesh,Asia,ASIA,April,2021,62
Bangladesh,Asia,ASIA,Mei,2021,80
Bangladesh,Asia,ASIA,Juni,2021,98
Bangladesh,Asia,ASIA,Juli,2021,50
Bangladesh,Asia,ASIA,Agustus,2021,69
Bangladesh,Asia,ASIA,September,2021,53
Bangladesh,Asia,ASIA,Oktober,2021,138
Bangladesh,Asia,ASIA,November,2021,93
Bangladesh,Asia,ASIA,Desember,2021,104
Srilanka,Asia,ASIA,Januari,2021,26
Srilanka,Asia,ASIA,Februari,2021,34
Srilanka,Asia,ASIA,Maret,2021,52
Srilanka,Asia,ASIA,April,2021,57
Srilanka,Asia,ASIA,Mei,2021,79
Srilanka,Asia,ASIA,Juni,2021,56
Srilanka,Asia,ASIA,Juli,2021,27
Srilanka,Asia,ASIA,Agustus,2021,15
Srilanka,Asia,ASIA,September,2021,42
Srilanka,Asia,ASIA,Oktober,2021,63
Srilanka,Asia,ASIA,November,2021,100
Srilanka,Asia,ASIA,Desember,2021,69
Taiwan,Asia,ASIA,Januari,2021,67
Taiwan,Asia,ASIA,Februari,2021,117
Taiwan,Asia,ASIA,Maret,2021,126
Taiwan,Asia,ASIA,April,2021,147
Taiwan,Asia,ASIA,Mei,2021,159
Taiwan,Asia,ASIA,Juni,2021,149
Taiwan,Asia,ASIA,Juli,2021,63
Taiwan,Asia,ASIA,Agustus,2021,28
Taiwan,Asia,ASIA,September,2021,36
Taiwan,Asia,ASIA,Oktober,2021,124
Taiwan,Asia,ASIA,November,2021,184
Taiwan,Asia,ASIA,Desember,2021,198
China,Asia,ASIA,Januari,2021,1353
China,Asia,ASIA,Februari,2021,2703
China,Asia,ASIA,Maret,2021,8272
China,Asia,ASIA,April,2021,9639
China,Asia,ASIA,Mei,2021,4961
China,Asia,ASIA,Juni,2021,6421
China,Asia,ASIA,Juli,2021,2941
China,Asia,ASIA,Agustus,2021,897
China,Asia,ASIA,September,2021,2119
China,Asia,ASIA,Oktober,2021,6005
China,Asia,ASIA,November,2021,4889
China,Asia,ASIA,Desember,2021,4513
Kazakhstan,Asia,ASIA,Januari,2021,0
Kazakhstan,Asia,ASIA,Februari,2021,32
Kazakhstan,Asia,ASIA,Maret,2021,22
Kazakhstan,Asia,ASIA,April,2021,30
Kazakhstan,Asia,ASIA,Mei,2021,42
Kazakhstan,Asia,ASIA,Juni,2021,55
Kazakhstan,Asia,ASIA,Juli,2021,30
Kazakhstan,Asia,ASIA,Agustus,2021,4
Kazakhstan,Asia,ASIA,September,2021,8
Kazakhstan,Asia,ASIA,Oktober,2021,21
Kazakhstan,Asia,ASIA,November,2021,36
Kazakhstan,Asia,ASIA,Desember,2021,98
Korea Utara,Asia,ASIA,Januari,2021,0
Korea Utara,Asia,ASIA,Februari,2021,0
Korea Utara,Asia,ASIA,Maret,2021,0
Korea Utara,Asia,ASIA,April,2021,0
Korea Utara,Asia,ASIA,Mei,2021,0
Korea Utara,Asia,ASIA,Juni,2021,2
Korea Utara,Asia,ASIA,Juli,2021,0
Korea Utara,Asia,ASIA,Agustus,2021,0
Korea Utara,Asia,ASIA,September,2021,0
Korea Utara,Asia,ASIA,November,2021,1
Korea Utara,Asia,ASIA,Desember,2021,0
Nepal,Asia,ASIA,Januari,2021,0
Nepal,Asia,ASIA,Februari,2021,2
Nepal,Asia,ASIA,Maret,2021,5
Nepal,Asia,ASIA,April,2021,15
Nepal,Asia,ASIA,Mei,2021,5
Nepal,Asia,ASIA,Juni,2021,5
Nepal,Asia,ASIA,Juli,2021,1
Nepal,Asia,ASIA,Agustus,2021,0
Nepal,Asia,ASIA,September,2021,2
Nepal,Asia,ASIA,Oktober,2021,11
Nepal,Asia,ASIA,November,2021,7
Nepal,Asia,ASIA,Desember,2021,8
Timor Leste,Asia,ASIA,Januari,2021,68451
Timor Leste,Asia,ASIA,Februari,2021,54211
Timor Leste,Asia,ASIA,Maret,2021,59389
Timor Leste,Asia,ASIA,April,2021,48447
Timor Leste,Asia,ASIA,Mei,2021,70265
Timor Leste,Asia,ASIA,Juni,2021,68475
Timor Leste,Asia,ASIA,Juli,2021,69516
Timor Leste,Asia,ASIA,Agustus,2021,70216
Timor Leste,Asia,ASIA,September,2021,69080
Timor Leste,Asia,ASIA,Oktober,2021,76086
Timor Leste,Asia,ASIA,November,2021,80377
Timor Leste,Asia,ASIA,Desember,2021,84975
Turki,Asia,ASIA,Januari,2021,27
Turki,Asia,ASIA,Februari,2021,63
Turki,Asia,ASIA,Maret,2021,62
Turki,Asia,ASIA,April,2021,101
Turki,Asia,ASIA,Mei,2021,107
Turki,Asia,ASIA,Juni,2021,117
Turki,Asia,ASIA,Juli,2021,40
Turki,Asia,ASIA,Agustus,2021,17
Turki,Asia,ASIA,September,2021,55
Turki,Asia,ASIA,Oktober,2021,122
Turki,Asia,ASIA,November,2021,278
Turki,Asia,ASIA,Desember,2021,133
Other Asia,Asia,ASIA,Januari,2021,10
Other Asia,Asia,ASIA,Februari,2021,15
Other Asia,Asia,ASIA,Maret,2021,19
Other Asia,Asia,ASIA,April,2021,31
Other Asia,Asia,ASIA,Mei,2021,30
Other Asia,Asia,ASIA,Juni,2021,40
Other Asia,Asia,ASIA,Juli,2021,36
Other Asia,Asia,ASIA,Agustus,2021,9
Other Asia,Asia,ASIA,September,2021,13
Other Asia,Asia,ASIA,Oktober,2021,102
Other Asia,Asia,ASIA,November,2021,117
Other Asia,Asia,ASIA,Desember,2021,110
Saudi Arabia,Middle East,ASIA,Januari,2021,100
Saudi Arabia,Middle East,ASIA,Februari,2021,70
Saudi Arabia,Middle East,ASIA,Maret,2021,48
Saudi Arabia,Middle East,ASIA,April,2021,45
Saudi Arabia,Middle East,ASIA,Mei,2021,381
Saudi Arabia,Middle East,ASIA,Juni,2021,677
Saudi Arabia,Middle East,ASIA,Juli,2021,222
Saudi Arabia,Middle East,ASIA,Agustus,2021,139
Saudi Arabia,Middle East,ASIA,September,2021,123
Saudi Arabia,Middle East,ASIA,Oktober,2021,70
Saudi Arabia,Middle East,ASIA,November,2021,86
Saudi Arabia,Middle East,ASIA,Desember,2021,92
Bahrain,Middle East,ASIA,Januari,2021,2
Bahrain,Middle East,ASIA,Februari,2021,5
Bahrain,Middle East,ASIA,Maret,2021,2
Bahrain,Middle East,ASIA,April,2021,1
Bahrain,Middle East,ASIA,Mei,2021,1
Bahrain,Middle East,ASIA,Juni,2021,4
Bahrain,Middle East,ASIA,Juli,2021,4
Bahrain,Middle East,ASIA,Agustus,2021,2
Bahrain,Middle East,ASIA,September,2021,2
Bahrain,Middle East,ASIA,Oktober,2021,3
Bahrain,Middle East,ASIA,November,2021,5
Bahrain,Middle East,ASIA,Desember,2021,4
Kuwait,Middle East,ASIA,Januari,2021,1
Kuwait,Middle East,ASIA,Februari,2021,6
Kuwait,Middle East,ASIA,Maret,2021,0
Kuwait,Middle East,ASIA,April,2021,4
Kuwait,Middle East,ASIA,Mei,2021,7
Kuwait,Middle East,ASIA,Juni,2021,4
Kuwait,Middle East,ASIA,Juli,2021,5
Kuwait,Middle East,ASIA,Agustus,2021,2
Kuwait,Middle East,ASIA,September,2021,3
Kuwait,Middle East,ASIA,Oktober,2021,10
Kuwait,Middle East,ASIA,November,2021,12
Kuwait,Middle East,ASIA,Desember,2021,21
Egypt,Middle East,ASIA,Januari,2021,21
Egypt,Middle East,ASIA,Februari,2021,39
Egypt,Middle East,ASIA,Maret,2021,48
Egypt,Middle East,ASIA,April,2021,45
Egypt,Middle East,ASIA,Mei,2021,78
Egypt,Middle East,ASIA,Juni,2021,57
Egypt,Middle East,ASIA,Juli,2021,32
Egypt,Middle East,ASIA,Agustus,2021,23
Egypt,Middle East,ASIA,September,2021,24
Egypt,Middle East,ASIA,Oktober,2021,72
Egypt,Middle East,ASIA,November,2021,92
Egypt,Middle East,ASIA,Desember,2021,80
Uni Emirat Arab,Middle East,ASIA,Januari,2021,25
Uni Emirat Arab,Middle East,ASIA,Februari,2021,24
Uni Emirat Arab,Middle East,ASIA,Maret,2021,48
Uni Emirat Arab,Middle East,ASIA,April,2021,31
Uni Emirat Arab,Middle East,ASIA,Mei,2021,36
Uni Emirat Arab,Middle East,ASIA,Juni,2021,47
Uni Emirat Arab,Middle East,ASIA,Juli,2021,18
Uni Emirat Arab,Middle East,ASIA,Agustus,2021,16
Uni Emirat Arab,Middle East,ASIA,September,2021,26
Uni Emirat Arab,Middle East,ASIA,Oktober,2021,30
Uni Emirat Arab,Middle East,ASIA,November,2021,43
Uni Emirat Arab,Middle East,ASIA,Desember,2021,40
Yaman,Middle East,ASIA,Januari,2021,1
Yaman,Middle East,ASIA,Februari,2021,76
Yaman,Middle East,ASIA,Maret,2021,27
Yaman,Middle East,ASIA,April,2021,33
Yaman,Middle East,ASIA,Mei,2021,89
Yaman,Middle East,ASIA,Juni,2021,104
Yaman,Middle East,ASIA,Juli,2021,24
Yaman,Middle East,ASIA,Agustus,2021,0
Yaman,Middle East,ASIA,September,2021,23
Yaman,Middle East,ASIA,Oktober,2021,121
Yaman,Middle East,ASIA,November,2021,157
Yaman,Middle East,ASIA,Desember,2021,103
Qatar,Middle East,ASIA,Januari,2021,2
Qatar,Middle East,ASIA,Februari,2021,2
Qatar,Middle East,ASIA,Maret,2021,4
Qatar,Middle East,ASIA,April,2021,2
Qatar,Middle East,ASIA,Mei,2021,6
Qatar,Middle East,ASIA,Juni,2021,8
Qatar,Middle East,ASIA,Juli,2021,2
Qatar,Middle East,ASIA,Agustus,2021,0
Qatar,Middle East,ASIA,September,2021,0
Qatar,Middle East,ASIA,Oktober,2021,5
Qatar,Middle East,ASIA,November,2021,6
Qatar,Middle East,ASIA,Desember,2021,6
Irak,Middle East,ASIA,Januari,2021,1
Irak,Middle East,ASIA,Februari,2021,0
Irak,Middle East,ASIA,Maret,2021,4
Irak,Middle East,ASIA,April,2021,21
Irak,Middle East,ASIA,Mei,2021,14
Irak,Middle East,ASIA,Juni,2021,10
Irak,Middle East,ASIA,Juli,2021,5
Irak,Middle East,ASIA,Agustus,2021,3
Irak,Middle East,ASIA,September,2021,4
Irak,Middle East,ASIA,Oktober,2021,23
Irak,Middle East,ASIA,November,2021,20
Irak,Middle East,ASIA,Desember,2021,22
Iran,Middle East,ASIA,Januari,2021,4
Iran,Middle East,ASIA,Februari,2021,13
Iran,Middle East,ASIA,Maret,2021,19
Iran,Middle East,ASIA,April,2021,38
Iran,Middle East,ASIA,Mei,2021,30
Iran,Middle East,ASIA,Juni,2021,27
Iran,Middle East,ASIA,Juli,2021,13
Iran,Middle East,ASIA,Agustus,2021,12
Iran,Middle East,ASIA,September,2021,11
Iran,Middle East,ASIA,Oktober,2021,36
Iran,Middle East,ASIA,November,2021,65
Iran,Middle East,ASIA,Desember,2021,32
Israel,Middle East,ASIA,Januari,2021,57
Israel,Middle East,ASIA,Februari,2021,59
Israel,Middle East,ASIA,Maret,2021,51
Israel,Middle East,ASIA,April,2021,49
Israel,Middle East,ASIA,Mei,2021,49
Israel,Middle East,ASIA,Juni,2021,30
Israel,Middle East,ASIA,Juli,2021,41
Israel,Middle East,ASIA,Agustus,2021,34
Israel,Middle East,ASIA,September,2021,32
Israel,Middle East,ASIA,Oktober,2021,33
Israel,Middle East,ASIA,November,2021,28
Israel,Middle East,ASIA,Desember,2021,42
Jordan,Middle East,ASIA,Januari,2021,1
Jordan,Middle East,ASIA,Februari,2021,1
Jordan,Middle East,ASIA,Maret,2021,8
Jordan,Middle East,ASIA,April,2021,17
Jordan,Middle East,ASIA,Mei,2021,22
Jordan,Middle East,ASIA,Juni,2021,31
Jordan,Middle East,ASIA,Juli,2021,9
Jordan,Middle East,ASIA,Agustus,2021,1
Jordan,Middle East,ASIA,September,2021,9
Jordan,Middle East,ASIA,Oktober,2021,28
Jordan,Middle East,ASIA,November,2021,13
Jordan,Middle East,ASIA,Desember,2021,27
Libanon,Middle East,ASIA,Januari,2021,0
Libanon,Middle East,ASIA,Februari,2021,8
Libanon,Middle East,ASIA,Maret,2021,4
Libanon,Middle East,ASIA,April,2021,20
Libanon,Middle East,ASIA,Mei,2021,29
Libanon,Middle East,ASIA,Juni,2021,29
Libanon,Middle East,ASIA,Juli,2021,6
Libanon,Middle East,ASIA,Agustus,2021,3
Libanon,Middle East,ASIA,September,2021,7
Libanon,Middle East,ASIA,Oktober,2021,20
Libanon,Middle East,ASIA,November,2021,23
Libanon,Middle East,ASIA,Desember,2021,16
Oman,Middle East,ASIA,Januari,2021,2
Oman,Middle East,ASIA,Februari,2021,3
Oman,Middle East,ASIA,Maret,2021,5
Oman,Middle East,ASIA,April,2021,7
Oman,Middle East,ASIA,Mei,2021,13
Oman,Middle East,ASIA,Juni,2021,19
Oman,Middle East,ASIA,Juli,2021,5
Oman,Middle East,ASIA,Agustus,2021,0
Oman,Middle East,ASIA,September,2021,6
Oman,Middle East,ASIA,Oktober,2021,3
Oman,Middle East,ASIA,November,2021,13
Oman,Middle East,ASIA,Desember,2021,13
Palestina,Middle East,ASIA,Januari,2021,0
Palestina,Middle East,ASIA,Februari,2021,3
Palestina,Middle East,ASIA,Maret,2021,6
Palestina,Middle East,ASIA,April,2021,30
Palestina,Middle East,ASIA,Mei,2021,12
Palestina,Middle East,ASIA,Juni,2021,9
Palestina,Middle East,ASIA,Juli,2021,0
Palestina,Middle East,ASIA,Agustus,2021,2
Palestina,Middle East,ASIA,September,2021,6
Palestina,Middle East,ASIA,Oktober,2021,32
Palestina,Middle East,ASIA,November,2021,27
Palestina,Middle East,ASIA,Desember,2021,18
Syiria,Middle East,ASIA,Januari,2021,1
Syiria,Middle East,ASIA,Februari,2021,8
Syiria,Middle East,ASIA,Maret,2021,8
Syiria,Middle East,ASIA,April,2021,15
Syiria,Middle East,ASIA,Mei,2021,32
Syiria,Middle East,ASIA,Juni,2021,37
Syiria,Middle East,ASIA,Juli,2021,4
Syiria,Middle East,ASIA,Agustus,2021,6
Syiria,Middle East,ASIA,September,2021,11
Syiria,Middle East,ASIA,Oktober,2021,11
Syiria,Middle East,ASIA,November,2021,13
Syiria,Middle East,ASIA,Desember,2021,36
Austria,West Europe,EUROPE,Januari,2021,316
Austria,West Europe,EUROPE,Februari,2021,524
Austria,West Europe,EUROPE,Maret,2021,437
Austria,West Europe,EUROPE,April,2021,547
Austria,West Europe,EUROPE,Mei,2021,1211
Austria,West Europe,EUROPE,Juni,2021,1301
Austria,West Europe,EUROPE,Juli,2021,2493
Austria,West Europe,EUROPE,Agustus,2021,2415
Austria,West Europe,EUROPE,September,2021,2362
Austria,West Europe,EUROPE,Oktober,2021,2274
Austria,West Europe,EUROPE,November,2021,1937
Austria,West Europe,EUROPE,Desember,2021,1891
Belgium,West Europe,EUROPE,Januari,2021,112
Belgium,West Europe,EUROPE,Februari,2021,116
Belgium,West Europe,EUROPE,Maret,2021,241
Belgium,West Europe,EUROPE,April,2021,654
Belgium,West Europe,EUROPE,Mei,2021,1243
Belgium,West Europe,EUROPE,Juni,2021,1800
Belgium,West Europe,EUROPE,Juli,2021,4400
Belgium,West Europe,EUROPE,Agustus,2021,3153
Belgium,West Europe,EUROPE,September,2021,3635
Belgium,West Europe,EUROPE,Oktober,2021,2574
Belgium,West Europe,EUROPE,November,2021,1651
Belgium,West Europe,EUROPE,Desember,2021,1541
Denmark,West Europe,EUROPE,Januari,2021,41
Denmark,West Europe,EUROPE,Februari,2021,77
Denmark,West Europe,EUROPE,Maret,2021,232
Denmark,West Europe,EUROPE,April,2021,843
Denmark,West Europe,EUROPE,Mei,2021,1347
Denmark,West Europe,EUROPE,Juni,2021,1740
Denmark,West Europe,EUROPE,Juli,2021,4537
Denmark,West Europe,EUROPE,Agustus,2021,2086
Denmark,West Europe,EUROPE,September,2021,2358
Denmark,West Europe,EUROPE,Oktober,2021,3455
Denmark,West Europe,EUROPE,November,2021,2116
Denmark,West Europe,EUROPE,Desember,2021,2081
France,West Europe,EUROPE,Januari,2021,608
France,West Europe,EUROPE,Februari,2021,868
France,West Europe,EUROPE,Maret,2021,1946
France,West Europe,EUROPE,April,2021,5353
France,West Europe,EUROPE,Mei,2021,9426
France,West Europe,EUROPE,Juni,2021,10376
France,West Europe,EUROPE,Juli,2021,20561
France,West Europe,EUROPE,Agustus,2021,26824
France,West Europe,EUROPE,September,2021,17961
France,West Europe,EUROPE,Oktober,2021,19333
France,West Europe,EUROPE,November,2021,11578
France,West Europe,EUROPE,Desember,2021,9707
Germany,West Europe,EUROPE,Januari,2021,440
Germany,West Europe,EUROPE,Februari,2021,540
Germany,West Europe,EUROPE,Maret,2021,1748
Germany,West Europe,EUROPE,April,2021,4804
Germany,West Europe,EUROPE,Mei,2021,8531
Germany,West Europe,EUROPE,Juni,2021,10432
Germany,West Europe,EUROPE,Juli,2021,14855
Germany,West Europe,EUROPE,Agustus,2021,21373
Germany,West Europe,EUROPE,September,2021,21189
Germany,West Europe,EUROPE,Oktober,2021,18660
Germany,West Europe,EUROPE,November,2021,13008
Germany,West Europe,EUROPE,Desember,2021,13054
Italy,West Europe,EUROPE,Januari,2021,232
Italy,West Europe,EUROPE,Februari,2021,469
Italy,West Europe,EUROPE,Maret,2021,885
Italy,West Europe,EUROPE,April,2021,1172
Italy,West Europe,EUROPE,Mei,2021,1986
Italy,West Europe,EUROPE,Juni,2021,2953
Italy,West Europe,EUROPE,Juli,2021,6136
Italy,West Europe,EUROPE,Agustus,2021,15309
Italy,West Europe,EUROPE,September,2021,5901
Italy,West Europe,EUROPE,Oktober,2021,4462
Italy,West Europe,EUROPE,November,2021,4133
Italy,West Europe,EUROPE,Desember,2021,3777
Netherlands,West Europe,EUROPE,Januari,2021,1411
Netherlands,West Europe,EUROPE,Februari,2021,1346
Netherlands,West Europe,EUROPE,Maret,2021,2404
Netherlands,West Europe,EUROPE,April,2021,5074
Netherlands,West Europe,EUROPE,Mei,2021,7185
Netherlands,West Europe,EUROPE,Juni,2021,8249
Netherlands,West Europe,EUROPE,Juli,2021,18201
Netherlands,West Europe,EUROPE,Agustus,2021,15054
Netherlands,West Europe,EUROPE,September,2021,15399
Netherlands,West Europe,EUROPE,Oktober,2021,14790
Netherlands,West Europe,EUROPE,November,2021,12711
Netherlands,West Europe,EUROPE,Desember,2021,13228
Spain,West Europe,EUROPE,Januari,2021,538
Spain,West Europe,EUROPE,Februari,2021,614
Spain,West Europe,EUROPE,Maret,2021,1360
Spain,West Europe,EUROPE,April,2021,1590
Spain,West Europe,EUROPE,Mei,2021,2427
Spain,West Europe,EUROPE,Juni,2021,3702
Spain,West Europe,EUROPE,Juli,2021,7411
Spain,West Europe,EUROPE,Agustus,2021,10819
Spain,West Europe,EUROPE,September,2021,7488
Spain,West Europe,EUROPE,Oktober,2021,6665
Spain,West Europe,EUROPE,November,2021,4791
Spain,West Europe,EUROPE,Desember,2021,4158
Portugal,West Europe,EUROPE,Januari,2021,46
Portugal,West Europe,EUROPE,Februari,2021,67
Portugal,West Europe,EUROPE,Maret,2021,134
Portugal,West Europe,EUROPE,April,2021,219
Portugal,West Europe,EUROPE,Mei,2021,570
Portugal,West Europe,EUROPE,Juni,2021,992
Portugal,West Europe,EUROPE,Juli,2021,1596
Portugal,West Europe,EUROPE,Agustus,2021,2285
Portugal,West Europe,EUROPE,September,2021,2157
Portugal,West Europe,EUROPE,Oktober,2021,2216
Portugal,West Europe,EUROPE,November,2021,1949
Portugal,West Europe,EUROPE,Desember,2021,2162
Sweden,West Europe,EUROPE,Januari,2021,421
Sweden,West Europe,EUROPE,Februari,2021,401
Sweden,West Europe,EUROPE,Maret,2021,573
Sweden,West Europe,EUROPE,April,2021,989
Sweden,West Europe,EUROPE,Mei,2021,1072
Sweden,West Europe,EUROPE,Juni,2021,1617
Sweden,West Europe,EUROPE,Juli,2021,1764
Sweden,West Europe,EUROPE,Agustus,2021,1499
Sweden,West Europe,EUROPE,September,2021,2008
Sweden,West Europe,EUROPE,Oktober,2021,2982
Sweden,West Europe,EUROPE,November,2021,2809
Sweden,West Europe,EUROPE,Desember,2021,3750
Switzerland,West Europe,EUROPE,Januari,2021,87
Switzerland,West Europe,EUROPE,Februari,2021,88
Switzerland,West Europe,EUROPE,Maret,2021,229
Switzerland,West Europe,EUROPE,April,2021,998
Switzerland,West Europe,EUROPE,Mei,2021,1435
Switzerland,West Europe,EUROPE,Juni,2021,1648
Switzerland,West Europe,EUROPE,Juli,2021,4401
Switzerland,West Europe,EUROPE,Agustus,2021,3042
Switzerland,West Europe,EUROPE,September,2021,2909
Switzerland,West Europe,EUROPE,Oktober,2021,3662
Switzerland,West Europe,EUROPE,November,2021,2227
Switzerland,West Europe,EUROPE,Desember,2021,2466
United Kingdom,West Europe,EUROPE,Januari,2021,811
United Kingdom,West Europe,EUROPE,Februari,2021,865
United Kingdom,West Europe,EUROPE,Maret,2021,2153
United Kingdom,West Europe,EUROPE,April,2021,6527
United Kingdom,West Europe,EUROPE,Mei,2021,11724
United Kingdom,West Europe,EUROPE,Juni,2021,15422
United Kingdom,West Europe,EUROPE,Juli,2021,20748
United Kingdom,West Europe,EUROPE,Agustus,2021,24160
United Kingdom,West Europe,EUROPE,September,2021,23436
United Kingdom,West Europe,EUROPE,Oktober,2021,23586
United Kingdom,West Europe,EUROPE,November,2021,17874
United Kingdom,West Europe,EUROPE,Desember,2021,23575
Finland,West Europe,EUROPE,Januari,2021,39
Finland,West Europe,EUROPE,Februari,2021,22
Finland,West Europe,EUROPE,Maret,2021,82
Finland,West Europe,EUROPE,April,2021,217
Finland,West Europe,EUROPE,Mei,2021,276
Finland,West Europe,EUROPE,Juni,2021,383
Finland,West Europe,EUROPE,Juli,2021,372
Finland,West Europe,EUROPE,Agustus,2021,336
Finland,West Europe,EUROPE,September,2021,617
Finland,West Europe,EUROPE,Oktober,2021,871
Finland,West Europe,EUROPE,November,2021,998
Finland,West Europe,EUROPE,Desember,2021,1267
Norway,West Europe,EUROPE,Januari,2021,26
Norway,West Europe,EUROPE,Februari,2021,67
Norway,West Europe,EUROPE,Maret,2021,173
Norway,West Europe,EUROPE,April,2021,450
Norway,West Europe,EUROPE,Mei,2021,519
Norway,West Europe,EUROPE,Juni,2021,1109
Norway,West Europe,EUROPE,Juli,2021,1440
Norway,West Europe,EUROPE,Agustus,2021,884
Norway,West Europe,EUROPE,September,2021,1051
Norway,West Europe,EUROPE,Oktober,2021,1326
Norway,West Europe,EUROPE,November,2021,1498
Norway,West Europe,EUROPE,Desember,2021,1526
Other West Europe,West Europe,EUROPE,Januari,2021,72
Other West Europe,West Europe,EUROPE,Februari,2021,90
Other West Europe,West Europe,EUROPE,Maret,2021,171
Other West Europe,West Europe,EUROPE,April,2021,317
Other West Europe,West Europe,EUROPE,Mei,2021,1009
Other West Europe,West Europe,EUROPE,Juni,2021,1748
Other West Europe,West Europe,EUROPE,Juli,2021,2595
Other West Europe,West Europe,EUROPE,Agustus,2021,2517
Other West Europe,West Europe,EUROPE,September,2021,2479
Other West Europe,West Europe,EUROPE,Oktober,2021,2624
Other West Europe,West Europe,EUROPE,November,2021,1937
Other West Europe,West Europe,EUROPE,Desember,2021,2908
Rusia,Asia,ASIA,Januari,2021,1151
Rusia,Asia,ASIA,Februari,2021,1349
Rusia,Asia,ASIA,Maret,2021,2167
Rusia,Asia,ASIA,April,2021,2555
Rusia,Asia,ASIA,Mei,2021,2505
Rusia,Asia,ASIA,Juni,2021,3537
Rusia,Asia,ASIA,Juli,2021,3265
Rusia,Asia,ASIA,Agustus,2021,4211
Rusia,Asia,ASIA,September,2021,5349
Rusia,Asia,ASIA,Oktober,2021,11916
Rusia,Asia,ASIA,November,2021,15540
Rusia,Asia,ASIA,Desember,2021,22033
Albania,East Europe,EUROPE,Januari,2021,7
Albania,East Europe,EUROPE,Februari,2021,1
Albania,East Europe,EUROPE,Maret,2021,4
Albania,East Europe,EUROPE,April,2021,7
Albania,East Europe,EUROPE,Mei,2021,10
Albania,East Europe,EUROPE,Juni,2021,17
Albania,East Europe,EUROPE,Juli,2021,10
Albania,East Europe,EUROPE,Agustus,2021,39
Albania,East Europe,EUROPE,September,2021,55
Albania,East Europe,EUROPE,Oktober,2021,38
Albania,East Europe,EUROPE,November,2021,61
Albania,East Europe,EUROPE,Desember,2021,61
Armenia,East Europe,EUROPE,Januari,2021,1
Armenia,East Europe,EUROPE,Februari,2021,7
Armenia,East Europe,EUROPE,Maret,2021,8
Armenia,East Europe,EUROPE,April,2021,20
Armenia,East Europe,EUROPE,Mei,2021,33
Armenia,East Europe,EUROPE,Juni,2021,40
Armenia,East Europe,EUROPE,Juli,2021,29
Armenia,East Europe,EUROPE,Agustus,2021,43
Armenia,East Europe,EUROPE,September,2021,53
Armenia,East Europe,EUROPE,Oktober,2021,42
Armenia,East Europe,EUROPE,November,2021,62
Armenia,East Europe,EUROPE,Desember,2021,163
Azerbaijan,East Europe,EUROPE,Januari,2021,8
Azerbaijan,East Europe,EUROPE,Februari,2021,9
Azerbaijan,East Europe,EUROPE,Maret,2021,15
Azerbaijan,East Europe,EUROPE,April,2021,25
Azerbaijan,East Europe,EUROPE,Mei,2021,37
Azerbaijan,East Europe,EUROPE,Juni,2021,32
Azerbaijan,East Europe,EUROPE,Juli,2021,77
Azerbaijan,East Europe,EUROPE,Agustus,2021,101
Azerbaijan,East Europe,EUROPE,September,2021,50
Azerbaijan,East Europe,EUROPE,Oktober,2021,106
Azerbaijan,East Europe,EUROPE,November,2021,104
Azerbaijan,East Europe,EUROPE,Desember,2021,153
Belarus,East Europe,EUROPE,Januari,2021,105
Belarus,East Europe,EUROPE,Februari,2021,97
