negara,region,benua,bulan,tahun,jumlah_kunjungan_wisman
Brunei Darussalam,ASEAN,ASIA,Januari,2023,603
Brunei Darussalam,ASEAN,ASIA,Februari,2023,831
Brunei Darussalam,ASEAN,ASIA,Maret,2023,928
Brunei Darussalam,ASEAN,ASIA,April,2023,740
Brunei Darussalam,ASEAN,ASIA,Mei,2023,894
Brunei Darussalam,ASEAN,ASIA,Juni,2023,969
Brunei Darussalam,ASEAN,ASIA,Juli,2023,1151
Brunei Darussalam,ASEAN,ASIA,Agustus,2023,1795
Brunei Darussalam,ASEAN,ASIA,September,2023,924
Brunei Darussalam,ASEAN,ASIA,Oktober,2023,902
Brunei Darussalam,ASEAN,ASIA,November,2023,1106
Brunei Darussalam,ASEAN,ASIA,Desember,2023,2675
Malaysia,ASEAN,ASIA,Januari,2023,140071
Malaysia,ASEAN,ASIA,Februari,2023,150078
Malaysia,ASEAN,ASIA,Maret,2023,152447
Malaysia,ASEAN,ASIA,April,2023,147248
Malaysia,ASEAN,ASIA,Mei,2023,169185
Malaysia,ASEAN,ASIA,Juni,2023,168759
Malaysia,ASEAN,ASIA,Juli,2023,154967
Malaysia,ASEAN,ASIA,Agustus,2023,174788
Malaysia,ASEAN,ASIA,September,2023,152210
Malaysia,ASEAN,ASIA,Oktober,2023,138597
Malaysia,ASEAN,ASIA,November,2023,141746
Malaysia,ASEAN,ASIA,Desember,2023,211146
Philippines,ASEAN,ASIA,Januari,2023,14722
Philippines,ASEAN,ASIA,Februari,2023,13402
Philippines,ASEAN,ASIA,Maret,2023,14964
Philippines,ASEAN,ASIA,April,2023,15858
Philippines,ASEAN,ASIA,Mei,2023,16911
Philippines,ASEAN,ASIA,Juni,2023,19091
Philippines,ASEAN,ASIA,Juli,2023,20868
Philippines,ASEAN,ASIA,Agustus,2023,19265
Philippines,ASEAN,ASIA,September,2023,18237
Philippines,ASEAN,ASIA,Oktober,2023,17554
Philippines,ASEAN,ASIA,November,2023,18299
Philippines,ASEAN,ASIA,Desember,2023,20287
Singapore,ASEAN,ASIA,Januari,2023,107735
Singapore,ASEAN,ASIA,Februari,2023,84358
Singapore,ASEAN,ASIA,Maret,2023,124340
Singapore,ASEAN,ASIA,April,2023,97280
Singapore,ASEAN,ASIA,Mei,2023,100729
Singapore,ASEAN,ASIA,Juni,2023,174443
Singapore,ASEAN,ASIA,Juli,2023,109847
Singapore,ASEAN,ASIA,Agustus,2023,105456
Singapore,ASEAN,ASIA,September,2023,114713
Singapore,ASEAN,ASIA,Oktober,2023,89770
Singapore,ASEAN,ASIA,November,2023,118005
Singapore,ASEAN,ASIA,Desember,2023,187771
Thailand,ASEAN,ASIA,Januari,2023,7768
Thailand,ASEAN,ASIA,Februari,2023,7823
Thailand,ASEAN,ASIA,Maret,2023,9411
Thailand,ASEAN,ASIA,April,2023,7320
Thailand,ASEAN,ASIA,Mei,2023,8798
Thailand,ASEAN,ASIA,Juni,2023,8913
Thailand,ASEAN,ASIA,Juli,2023,12368
Thailand,ASEAN,ASIA,Agustus,2023,10567
Thailand,ASEAN,ASIA,September,2023,9228
Thailand,ASEAN,ASIA,Oktober,2023,10540
Thailand,ASEAN,ASIA,November,2023,9228
Thailand,ASEAN,ASIA,Desember,2023,9822
Vietnam,ASEAN,ASIA,Januari,2023,8769
Vietnam,ASEAN,ASIA,Februari,2023,8810
Vietnam,ASEAN,ASIA,Maret,2023,10399
Vietnam,ASEAN,ASIA,April,2023,9874
Vietnam,ASEAN,ASIA,Mei,2023,9719
Vietnam,ASEAN,ASIA,Juni,2023,12842
Vietnam,ASEAN,ASIA,Juli,2023,14278
Vietnam,ASEAN,ASIA,Agustus,2023,12808
Vietnam,ASEAN,ASIA,September,2023,9368
Vietnam,ASEAN,ASIA,Oktober,2023,7837
Vietnam,ASEAN,ASIA,November,2023,8077
Vietnam,ASEAN,ASIA,Desember,2023,9098
Laos,ASEAN,ASIA,Januari,2023,173
Laos,ASEAN,ASIA,Februari,2023,218
Laos,ASEAN,ASIA,Maret,2023,231
Laos,ASEAN,ASIA,April,2023,211
Laos,ASEAN,ASIA,Mei,2023,317
Laos,ASEAN,ASIA,Juni,2023,213
Laos,ASEAN,ASIA,Juli,2023,334
Laos,ASEAN,ASIA,Agustus,2023,495
Laos,ASEAN,ASIA,September,2023,310
Laos,ASEAN,ASIA,Oktober,2023,368
Laos,ASEAN,ASIA,November,2023,322
Laos,ASEAN,ASIA,Desember,2023,204
Kamboja,ASEAN,ASIA,Januari,2023,772
Kamboja,ASEAN,ASIA,Februari,2023,937
Kamboja,ASEAN,ASIA,Maret,2023,844
Kamboja,ASEAN,ASIA,April,2023,925
Kamboja,ASEAN,ASIA,Mei,2023,1382
Kamboja,ASEAN,ASIA,Juni,2023,1038
Kamboja,ASEAN,ASIA,Juli,2023,1271
Kamboja,ASEAN,ASIA,Agustus,2023,1083
Kamboja,ASEAN,ASIA,September,2023,1056
Kamboja,ASEAN,ASIA,Oktober,2023,1065
Kamboja,ASEAN,ASIA,November,2023,1410
Kamboja,ASEAN,ASIA,Desember,2023,828
Myanmar,ASEAN,ASIA,Januari,2023,4255
Myanmar,ASEAN,ASIA,Februari,2023,2156
Myanmar,ASEAN,ASIA,Maret,2023,2651
Myanmar,ASEAN,ASIA,April,2023,3867
Myanmar,ASEAN,ASIA,Mei,2023,2660
Myanmar,ASEAN,ASIA,Juni,2023,3714
Myanmar,ASEAN,ASIA,Juli,2023,3137
Myanmar,ASEAN,ASIA,Agustus,2023,3531
Myanmar,ASEAN,ASIA,September,2023,3614
Myanmar,ASEAN,ASIA,Oktober,2023,3120
Myanmar,ASEAN,ASIA,November,2023,3408
Myanmar,ASEAN,ASIA,Desember,2023,4807
Hong Kong,Asia,ASIA,Januari,2023,1474
Hong Kong,Asia,ASIA,Februari,2023,913
Hong Kong,Asia,ASIA,Maret,2023,1079
Hong Kong,Asia,ASIA,April,2023,1050
Hong Kong,Asia,ASIA,Mei,2023,1129
Hong Kong,Asia,ASIA,Juni,2023,1170
Hong Kong,Asia,ASIA,Juli,2023,1258
Hong Kong,Asia,ASIA,Agustus,2023,1296
Hong Kong,Asia,ASIA,September,2023,1098
Hong Kong,Asia,ASIA,Oktober,2023,1120
Hong Kong,Asia,ASIA,November,2023,786
Hong Kong,Asia,ASIA,Desember,2023,1512
India,Asia,ASIA,Januari,2023,34363
India,Asia,ASIA,Februari,2023,37938
India,Asia,ASIA,Maret,2023,40989
India,Asia,ASIA,April,2023,48747
India,Asia,ASIA,Mei,2023,62680
India,Asia,ASIA,Juni,2023,68853
India,Asia,ASIA,Juli,2023,54906
India,Asia,ASIA,Agustus,2023,48472
India,Asia,ASIA,September,2023,50773
India,Asia,ASIA,Oktober,2023,49132
India,Asia,ASIA,November,2023,47667
India,Asia,ASIA,Desember,2023,61919
Japan,Asia,ASIA,Januari,2023,12256
Japan,Asia,ASIA,Februari,2023,15841
Japan,Asia,ASIA,Maret,2023,17016
Japan,Asia,ASIA,April,2023,13090
Japan,Asia,ASIA,Mei,2023,18368
Japan,Asia,ASIA,Juni,2023,17850
Japan,Asia,ASIA,Juli,2023,23299
Japan,Asia,ASIA,Agustus,2023,34878
Japan,Asia,ASIA,September,2023,29611
Japan,Asia,ASIA,Oktober,2023,23157
Japan,Asia,ASIA,November,2023,22940
Japan,Asia,ASIA,Desember,2023,23560
South Korea,Asia,ASIA,Januari,2023,27405
South Korea,Asia,ASIA,Februari,2023,24817
South Korea,Asia,ASIA,Maret,2023,21512
South Korea,Asia,ASIA,April,2023,18436
South Korea,Asia,ASIA,Mei,2023,26271
South Korea,Asia,ASIA,Juni,2023,27036
South Korea,Asia,ASIA,Juli,2023,38225
South Korea,Asia,ASIA,Agustus,2023,36342
South Korea,Asia,ASIA,September,2023,36069
South Korea,Asia,ASIA,Oktober,2023,31018
South Korea,Asia,ASIA,November,2023,29216
South Korea,Asia,ASIA,Desember,2023,30838
Pakistan,Asia,ASIA,Januari,2023,893
Pakistan,Asia,ASIA,Februari,2023,957
Pakistan,Asia,ASIA,Maret,2023,1080
Pakistan,Asia,ASIA,April,2023,624
Pakistan,Asia,ASIA,Mei,2023,1034
Pakistan,Asia,ASIA,Juni,2023,1188
Pakistan,Asia,ASIA,Juli,2023,1276
Pakistan,Asia,ASIA,Agustus,2023,1399
Pakistan,Asia,ASIA,September,2023,1317
Pakistan,Asia,ASIA,Oktober,2023,1314
Pakistan,Asia,ASIA,November,2023,1325
Pakistan,Asia,ASIA,Desember,2023,1857
Bangladesh,Asia,ASIA,Januari,2023,583
Bangladesh,Asia,ASIA,Februari,2023,666
Bangladesh,Asia,ASIA,Maret,2023,720
Bangladesh,Asia,ASIA,April,2023,699
Bangladesh,Asia,ASIA,Mei,2023,883
Bangladesh,Asia,ASIA,Juni,2023,823
Bangladesh,Asia,ASIA,Juli,2023,857
Bangladesh,Asia,ASIA,Agustus,2023,767
Bangladesh,Asia,ASIA,September,2023,912
Bangladesh,Asia,ASIA,Oktober,2023,770
Bangladesh,Asia,ASIA,November,2023,742
Bangladesh,Asia,ASIA,Desember,2023,951
Srilanka,Asia,ASIA,Januari,2023,405
Srilanka,Asia,ASIA,Februari,2023,410
Srilanka,Asia,ASIA,Maret,2023,518
Srilanka,Asia,ASIA,April,2023,490
Srilanka,Asia,ASIA,Mei,2023,550
Srilanka,Asia,ASIA,Juni,2023,507
Srilanka,Asia,ASIA,Juli,2023,779
Srilanka,Asia,ASIA,Agustus,2023,649
Srilanka,Asia,ASIA,September,2023,839
Srilanka,Asia,ASIA,Oktober,2023,594
Srilanka,Asia,ASIA,November,2023,750
Srilanka,Asia,ASIA,Desember,2023,902
Taiwan,Asia,ASIA,Januari,2023,13601
Taiwan,Asia,ASIA,Februari,2023,8295
Taiwan,Asia,ASIA,Maret,2023,10225
Taiwan,Asia,ASIA,April,2023,9725
Taiwan,Asia,ASIA,Mei,2023,11246
Taiwan,Asia,ASIA,Juni,2023,15221
Taiwan,Asia,ASIA,Juli,2023,16709
Taiwan,Asia,ASIA,Agustus,2023,16147
Taiwan,Asia,ASIA,September,2023,14698
Taiwan,Asia,ASIA,Oktober,2023,15380
Taiwan,Asia,ASIA,November,2023,13026
Taiwan,Asia,ASIA,Desember,2023,10877
China,Asia,ASIA,Januari,2023,30036
China,Asia,ASIA,Februari,2023,36434
China,Asia,ASIA,Maret,2023,54549
China,Asia,ASIA,April,2023,55090
China,Asia,ASIA,Mei,2023,64056
China,Asia,ASIA,Juni,2023,62499
China,Asia,ASIA,Juli,2023,84955
China,Asia,ASIA,Agustus,2023,85198
China,Asia,ASIA,September,2023,88758
China,Asia,ASIA,Oktober,2023,75326
China,Asia,ASIA,November,2023,75486
China,Asia,ASIA,Desember,2023,75537
Kazakhstan,Asia,ASIA,Januari,2023,734
Kazakhstan,Asia,ASIA,Februari,2023,557
Kazakhstan,Asia,ASIA,Maret,2023,513
Kazakhstan,Asia,ASIA,April,2023,506
Kazakhstan,Asia,ASIA,Mei,2023,630
Kazakhstan,Asia,ASIA,Juni,2023,662
Kazakhstan,Asia,ASIA,Juli,2023,771
Kazakhstan,Asia,ASIA,Agustus,2023,664
Kazakhstan,Asia,ASIA,September,2023,601
Kazakhstan,Asia,ASIA,Oktober,2023,624
Kazakhstan,Asia,ASIA,November,2023,734
Kazakhstan,Asia,ASIA,Desember,2023,1202
Korea Utara,Asia,ASIA,Januari,2023,0
Korea Utara,Asia,ASIA,Februari,2023,0
Korea Utara,Asia,ASIA,Maret,2023,0
Korea Utara,Asia,ASIA,April,2023,0
Korea Utara,Asia,ASIA,Mei,2023,0
Korea Utara,Asia,ASIA,Juni,2023,1
Korea Utara,Asia,ASIA,Juli,2023,1
Korea Utara,Asia,ASIA,Agustus,2023,3
Korea Utara,Asia,ASIA,September,2023,3
Korea Utara,Asia,ASIA,Oktober,2023,3
Korea Utara,Asia,ASIA,November,2023,0
Korea Utara,Asia,ASIA,Desember,2023,1
Nepal,Asia,ASIA,Januari,2023,259
Nepal,Asia,ASIA,Februari,2023,445
Nepal,Asia,ASIA,Maret,2023,362
Nepal,Asia,ASIA,April,2023,349
Nepal,Asia,ASIA,Mei,2023,512
Nepal,Asia,ASIA,Juni,2023,485
Nepal,Asia,ASIA,Juli,2023,555
Nepal,Asia,ASIA,Agustus,2023,608
Nepal,Asia,ASIA,September,2023,578
Nepal,Asia,ASIA,Oktober,2023,742
Nepal,Asia,ASIA,November,2023,497
Nepal,Asia,ASIA,Desember,2023,505
Timor Leste,Asia,ASIA,Januari,2023,70414
Timor Leste,Asia,ASIA,Februari,2023,55948
Timor Leste,Asia,ASIA,Maret,2023,63596
Timor Leste,Asia,ASIA,April,2023,61077
Timor Leste,Asia,ASIA,Mei,2023,60508
Timor Leste,Asia,ASIA,Juni,2023,52719
Timor Leste,Asia,ASIA,Juli,2023,55991
Timor Leste,Asia,ASIA,Agustus,2023,64285
Timor Leste,Asia,ASIA,September,2023,57560
Timor Leste,Asia,ASIA,Oktober,2023,58891
Timor Leste,Asia,ASIA,November,2023,62139
Timor Leste,Asia,ASIA,Desember,2023,65458
Turki,Asia,ASIA,Januari,2023,2323
Turki,Asia,ASIA,Februari,2023,1673
Turki,Asia,ASIA,Maret,2023,2093
Turki,Asia,ASIA,April,2023,2278
Turki,Asia,ASIA,Mei,2023,2339
Turki,Asia,ASIA,Juni,2023,3713
Turki,Asia,ASIA,Juli,2023,2448
Turki,Asia,ASIA,Agustus,2023,2719
Turki,Asia,ASIA,September,2023,3041
Turki,Asia,ASIA,Oktober,2023,2681
Turki,Asia,ASIA,November,2023,2650
Turki,Asia,ASIA,Desember,2023,2475
Other Asia,Asia,ASIA,Januari,2023,1243
Other Asia,Asia,ASIA,Februari,2023,1153
Other Asia,Asia,ASIA,Maret,2023,916
Other Asia,Asia,ASIA,April,2023,778
Other Asia,Asia,ASIA,Mei,2023,1459
Other Asia,Asia,ASIA,Juni,2023,1349
Other Asia,Asia,ASIA,Juli,2023,2057
Other Asia,Asia,ASIA,Agustus,2023,1768
Other Asia,Asia,ASIA,September,2023,902
Other Asia,Asia,ASIA,Oktober,2023,1130
Other Asia,Asia,ASIA,November,2023,1320
Other Asia,Asia,ASIA,Desember,2023,1995
Saudi Arabia,Middle East,ASIA,Januari,2023,5867
Saudi Arabia,Middle East,ASIA,Februari,2023,5591
Saudi Arabia,Middle East,ASIA,Maret,2023,4462
Saudi Arabia,Middle East,ASIA,April,2023,4434
Saudi Arabia,Middle East,ASIA,Mei,2023,8483
Saudi Arabia,Middle East,ASIA,Juni,2023,12306
Saudi Arabia,Middle East,ASIA,Juli,2023,16430
Saudi Arabia,Middle East,ASIA,Agustus,2023,11591
Saudi Arabia,Middle East,ASIA,September,2023,8781
Saudi Arabia,Middle East,ASIA,Oktober,2023,8327
Saudi Arabia,Middle East,ASIA,November,2023,12900
Saudi Arabia,Middle East,ASIA,Desember,2023,8512
Bahrain,Middle East,ASIA,Januari,2023,68
Bahrain,Middle East,ASIA,Februari,2023,97
Bahrain,Middle East,ASIA,Maret,2023,79
Bahrain,Middle East,ASIA,April,2023,83
Bahrain,Middle East,ASIA,Mei,2023,167
Bahrain,Middle East,ASIA,Juni,2023,200
Bahrain,Middle East,ASIA,Juli,2023,199
Bahrain,Middle East,ASIA,Agustus,2023,283
Bahrain,Middle East,ASIA,September,2023,147
Bahrain,Middle East,ASIA,Oktober,2023,178
Bahrain,Middle East,ASIA,November,2023,179
Bahrain,Middle East,ASIA,Desember,2023,145
Kuwait,Middle East,ASIA,Januari,2023,392
Kuwait,Middle East,ASIA,Februari,2023,251
Kuwait,Middle East,ASIA,Maret,2023,155
Kuwait,Middle East,ASIA,April,2023,194
Kuwait,Middle East,ASIA,Mei,2023,313
Kuwait,Middle East,ASIA,Juni,2023,521
Kuwait,Middle East,ASIA,Juli,2023,596
Kuwait,Middle East,ASIA,Agustus,2023,1077
Kuwait,Middle East,ASIA,September,2023,429
Kuwait,Middle East,ASIA,Oktober,2023,298
Kuwait,Middle East,ASIA,November,2023,220
Kuwait,Middle East,ASIA,Desember,2023,246
Egypt,Middle East,ASIA,Januari,2023,737
Egypt,Middle East,ASIA,Februari,2023,920
Egypt,Middle East,ASIA,Maret,2023,735
Egypt,Middle East,ASIA,April,2023,939
Egypt,Middle East,ASIA,Mei,2023,1629
Egypt,Middle East,ASIA,Juni,2023,1597
Egypt,Middle East,ASIA,Juli,2023,1563
Egypt,Middle East,ASIA,Agustus,2023,1770
Egypt,Middle East,ASIA,September,2023,1780
Egypt,Middle East,ASIA,Oktober,2023,1924
Egypt,Middle East,ASIA,November,2023,1497
Egypt,Middle East,ASIA,Desember,2023,1741
Uni Emirat Arab,Middle East,ASIA,Januari,2023,504
Uni Emirat Arab,Middle East,ASIA,Februari,2023,536
Uni Emirat Arab,Middle East,ASIA,Maret,2023,557
Uni Emirat Arab,Middle East,ASIA,April,2023,549
Uni Emirat Arab,Middle East,ASIA,Mei,2023,728
Uni Emirat Arab,Middle East,ASIA,Juni,2023,1062
Uni Emirat Arab,Middle East,ASIA,Juli,2023,1235
Uni Emirat Arab,Middle East,ASIA,Agustus,2023,864
Uni Emirat Arab,Middle East,ASIA,September,2023,594
Uni Emirat Arab,Middle East,ASIA,Oktober,2023,562
Uni Emirat Arab,Middle East,ASIA,November,2023,522
Uni Emirat Arab,Middle East,ASIA,Desember,2023,824
Yaman,Middle East,ASIA,Januari,2023,362
Yaman,Middle East,ASIA,Februari,2023,295
Yaman,Middle East,ASIA,Maret,2023,278
Yaman,Middle East,ASIA,April,2023,272
Yaman,Middle East,ASIA,Mei,2023,401
Yaman,Middle East,ASIA,Juni,2023,747
Yaman,Middle East,ASIA,Juli,2023,601
Yaman,Middle East,ASIA,Agustus,2023,779
Yaman,Middle East,ASIA,September,2023,556
Yaman,Middle East,ASIA,Oktober,2023,499
Yaman,Middle East,ASIA,November,2023,647
Yaman,Middle East,ASIA,Desember,2023,499
Qatar,Middle East,ASIA,Januari,2023,95
Qatar,Middle East,ASIA,Februari,2023,139
Qatar,Middle East,ASIA,Maret,2023,140
Qatar,Middle East,ASIA,April,2023,121
Qatar,Middle East,ASIA,Mei,2023,115
Qatar,Middle East,ASIA,Juni,2023,289
Qatar,Middle East,ASIA,Juli,2023,358
Qatar,Middle East,ASIA,Agustus,2023,245
Qatar,Middle East,ASIA,September,2023,113
Qatar,Middle East,ASIA,Oktober,2023,118
Qatar,Middle East,ASIA,November,2023,106
Qatar,Middle East,ASIA,Desember,2023,122
Irak,Middle East,ASIA,Januari,2023,174
Irak,Middle East,ASIA,Februari,2023,185
Irak,Middle East,ASIA,Maret,2023,121
Irak,Middle East,ASIA,April,2023,112
Irak,Middle East,ASIA,Mei,2023,179
Irak,Middle East,ASIA,Juni,2023,245
Irak,Middle East,ASIA,Juli,2023,305
Irak,Middle East,ASIA,Agustus,2023,281
Irak,Middle East,ASIA,September,2023,293
Irak,Middle East,ASIA,Oktober,2023,366
Irak,Middle East,ASIA,November,2023,267
Irak,Middle East,ASIA,Desember,2023,292
Iran,Middle East,ASIA,Januari,2023,234
Iran,Middle East,ASIA,Februari,2023,300
Iran,Middle East,ASIA,Maret,2023,1683
Iran,Middle East,ASIA,April,2023,452
Iran,Middle East,ASIA,Mei,2023,439
Iran,Middle East,ASIA,Juni,2023,550
Iran,Middle East,ASIA,Juli,2023,395
Iran,Middle East,ASIA,Agustus,2023,518
Iran,Middle East,ASIA,September,2023,1079
Iran,Middle East,ASIA,Oktober,2023,511
Iran,Middle East,ASIA,November,2023,438
Iran,Middle East,ASIA,Desember,2023,578
Israel,Middle East,ASIA,Januari,2023,68
Israel,Middle East,ASIA,Februari,2023,50
Israel,Middle East,ASIA,Maret,2023,66
Israel,Middle East,ASIA,April,2023,46
Israel,Middle East,ASIA,Mei,2023,86
Israel,Middle East,ASIA,Juni,2023,284
Israel,Middle East,ASIA,Juli,2023,179
Israel,Middle East,ASIA,Agustus,2023,286
Israel,Middle East,ASIA,September,2023,199
Israel,Middle East,ASIA,Oktober,2023,103
Israel,Middle East,ASIA,November,2023,15
Israel,Middle East,ASIA,Desember,2023,17
Jordan,Middle East,ASIA,Januari,2023,371
Jordan,Middle East,ASIA,Februari,2023,336
Jordan,Middle East,ASIA,Maret,2023,321
Jordan,Middle East,ASIA,April,2023,331
Jordan,Middle East,ASIA,Mei,2023,505
Jordan,Middle East,ASIA,Juni,2023,558
Jordan,Middle East,ASIA,Juli,2023,844
Jordan,Middle East,ASIA,Agustus,2023,706
Jordan,Middle East,ASIA,September,2023,620
Jordan,Middle East,ASIA,Oktober,2023,509
Jordan,Middle East,ASIA,November,2023,428
Jordan,Middle East,ASIA,Desember,2023,611
Libanon,Middle East,ASIA,Januari,2023,129
Libanon,Middle East,ASIA,Februari,2023,135
Libanon,Middle East,ASIA,Maret,2023,164
Libanon,Middle East,ASIA,April,2023,234
Libanon,Middle East,ASIA,Mei,2023,230
Libanon,Middle East,ASIA,Juni,2023,442
Libanon,Middle East,ASIA,Juli,2023,512
Libanon,Middle East,ASIA,Agustus,2023,477
Libanon,Middle East,ASIA,September,2023,308
Libanon,Middle East,ASIA,Oktober,2023,281
Libanon,Middle East,ASIA,November,2023,208
Libanon,Middle East,ASIA,Desember,2023,305
Oman,Middle East,ASIA,Januari,2023,660
Oman,Middle East,ASIA,Februari,2023,670
Oman,Middle East,ASIA,Maret,2023,292
Oman,Middle East,ASIA,April,2023,216
Oman,Middle East,ASIA,Mei,2023,720
Oman,Middle East,ASIA,Juni,2023,1003
Oman,Middle East,ASIA,Juli,2023,1946
Oman,Middle East,ASIA,Agustus,2023,1001
Oman,Middle East,ASIA,September,2023,600
Oman,Middle East,ASIA,Oktober,2023,776
Oman,Middle East,ASIA,November,2023,773
Oman,Middle East,ASIA,Desember,2023,658
Palestina,Middle East,ASIA,Januari,2023,121
Palestina,Middle East,ASIA,Februari,2023,73
Palestina,Middle East,ASIA,Maret,2023,189
Palestina,Middle East,ASIA,April,2023,101
Palestina,Middle East,ASIA,Mei,2023,147
Palestina,Middle East,ASIA,Juni,2023,217
Palestina,Middle East,ASIA,Juli,2023,241
Palestina,Middle East,ASIA,Agustus,2023,226
Palestina,Middle East,ASIA,September,2023,241
Palestina,Middle East,ASIA,Oktober,2023,145
Palestina,Middle East,ASIA,November,2023,136
Palestina,Middle East,ASIA,Desember,2023,130
Syiria,Middle East,ASIA,Januari,2023,117
Syiria,Middle East,ASIA,Februari,2023,130
Syiria,Middle East,ASIA,Maret,2023,125
Syiria,Middle East,ASIA,April,2023,111
Syiria,Middle East,ASIA,Mei,2023,130
Syiria,Middle East,ASIA,Juni,2023,170
Syiria,Middle East,ASIA,Juli,2023,183
Syiria,Middle East,ASIA,Agustus,2023,234
Syiria,Middle East,ASIA,September,2023,183
Syiria,Middle East,ASIA,Oktober,2023,141
Syiria,Middle East,ASIA,November,2023,165
Syiria,Middle East,ASIA,Desember,2023,159
Austria,West Europe,EUROPE,Januari,2023,1905
Austria,West Europe,EUROPE,Februari,2023,1919
Austria,West Europe,EUROPE,Maret,2023,2317
Austria,West Europe,EUROPE,April,2023,2318
Austria,West Europe,EUROPE,Mei,2023,2917
Austria,West Europe,EUROPE,Juni,2023,2503
Austria,West Europe,EUROPE,Juli,2023,4475
Austria,West Europe,EUROPE,Agustus,2023,4552
Austria,West Europe,EUROPE,September,2023,3636
Austria,West Europe,EUROPE,Oktober,2023,3417
Austria,West Europe,EUROPE,November,2023,2203
Austria,West Europe,EUROPE,Desember,2023,2822
Belgium,West Europe,EUROPE,Januari,2023,1500
Belgium,West Europe,EUROPE,Februari,2023,1710
Belgium,West Europe,EUROPE,Maret,2023,2267
Belgium,West Europe,EUROPE,April,2023,2921
Belgium,West Europe,EUROPE,Mei,2023,3553
Belgium,West Europe,EUROPE,Juni,2023,3590
Belgium,West Europe,EUROPE,Juli,2023,8095
Belgium,West Europe,EUROPE,Agustus,2023,4613
Belgium,West Europe,EUROPE,September,2023,6169
Belgium,West Europe,EUROPE,Oktober,2023,4055
Belgium,West Europe,EUROPE,November,2023,2443
Belgium,West Europe,EUROPE,Desember,2023,1972
Denmark,West Europe,EUROPE,Januari,2023,2907
Denmark,West Europe,EUROPE,Februari,2023,3175
Denmark,West Europe,EUROPE,Maret,2023,4313
Denmark,West Europe,EUROPE,April,2023,3248
Denmark,West Europe,EUROPE,Mei,2023,2758
Denmark,West Europe,EUROPE,Juni,2023,2792
Denmark,West Europe,EUROPE,Juli,2023,6465
Denmark,West Europe,EUROPE,Agustus,2023,2627
Denmark,West Europe,EUROPE,September,2023,2803
Denmark,West Europe,EUROPE,Oktober,2023,3597
Denmark,West Europe,EUROPE,November,2023,2398
Denmark,West Europe,EUROPE,Desember,2023,2472
France,West Europe,EUROPE,Januari,2023,10670
France,West Europe,EUROPE,Februari,2023,12556
France,West Europe,EUROPE,Maret,2023,14176
France,West Europe,EUROPE,April,2023,20970
France,West Europe,EUROPE,Mei,2023,24889
France,West Europe,EUROPE,Juni,2023,20525
France,West Europe,EUROPE,Juli,2023,38015
France,West Europe,EUROPE,Agustus,2023,41235
France,West Europe,EUROPE,September,2023,30798
France,West Europe,EUROPE,Oktober,2023,30103
France,West Europe,EUROPE,November,2023,16731
France,West Europe,EUROPE,Desember,2023,13014
Germany,West Europe,EUROPE,Januari,2023,13676
Germany,West Europe,EUROPE,Februari,2023,14496
Germany,West Europe,EUROPE,Maret,2023,19353
Germany,West Europe,EUROPE,April,2023,20496
Germany,West Europe,EUROPE,Mei,2023,24749
Germany,West Europe,EUROPE,Juni,2023,20553
Germany,West Europe,EUROPE,Juli,2023,25970
Germany,West Europe,EUROPE,Agustus,2023,31862
Germany,West Europe,EUROPE,September,2023,33754
Germany,West Europe,EUROPE,Oktober,2023,27177
Germany,West Europe,EUROPE,November,2023,16910
Germany,West Europe,EUROPE,Desember,2023,14538
Italy,West Europe,EUROPE,Januari,2023,3540
Italy,West Europe,EUROPE,Februari,2023,4064
Italy,West Europe,EUROPE,Maret,2023,4300
Italy,West Europe,EUROPE,April,2023,5137
Italy,West Europe,EUROPE,Mei,2023,5760
Italy,West Europe,EUROPE,Juni,2023,7389
Italy,West Europe,EUROPE,Juli,2023,12955
Italy,West Europe,EUROPE,Agustus,2023,31550
Italy,West Europe,EUROPE,September,2023,10715
Italy,West Europe,EUROPE,Oktober,2023,7522
Italy,West Europe,EUROPE,November,2023,5727
Italy,West Europe,EUROPE,Desember,2023,5734
Netherlands,West Europe,EUROPE,Januari,2023,14918
Netherlands,West Europe,EUROPE,Februari,2023,14341
Netherlands,West Europe,EUROPE,Maret,2023,15187
Netherlands,West Europe,EUROPE,April,2023,18185
Netherlands,West Europe,EUROPE,Mei,2023,20447
Netherlands,West Europe,EUROPE,Juni,2023,18649
Netherlands,West Europe,EUROPE,Juli,2023,37772
Netherlands,West Europe,EUROPE,Agustus,2023,26069
Netherlands,West Europe,EUROPE,September,2023,27214
Netherlands,West Europe,EUROPE,Oktober,2023,22160
Netherlands,West Europe,EUROPE,November,2023,15863
Netherlands,West Europe,EUROPE,Desember,2023,19396
Spain,West Europe,EUROPE,Januari,2023,3890
Spain,West Europe,EUROPE,Februari,2023,4085
Spain,West Europe,EUROPE,Maret,2023,5654
Spain,West Europe,EUROPE,April,2023,6518
Spain,West Europe,EUROPE,Mei,2023,7218
Spain,West Europe,EUROPE,Juni,2023,8945
Spain,West Europe,EUROPE,Juli,2023,13587
Spain,West Europe,EUROPE,Agustus,2023,19033
Spain,West Europe,EUROPE,September,2023,13190
Spain,West Europe,EUROPE,Oktober,2023,10382
Spain,West Europe,EUROPE,November,2023,7119
Spain,West Europe,EUROPE,Desember,2023,6960
Portugal,West Europe,EUROPE,Januari,2023,1914
Portugal,West Europe,EUROPE,Februari,2023,1822
