id,provinsi,jenis,nama_pariwisata,latitude,longitude,lebar,tinggi,kemiringan
45,PAPUA,DPN,DPN BIAK-NUMFOR dan sekitarnya,-1.164470607,135.7470703,140000,90000,110
46,PAPUA,DPN,DPN SENTANI-WAMENA dan sekitarnya,-3.469557303,138.9990234,240000,100000,70
47,PAPUA,DPN,DPN TIMIKA-LORENZT dan sekitarnya,-4.718777551,137.1313477,120000,240000,40
42,PAPUA BARAT,DPN,DPN AMBON-BANDANEIRA dan sekitarnya,-5.506639674,130.9350586,530000,260000,120
43,PAPUA BARAT,DPN,DPN SORONG-RAJA AMPAT dan sekitarnya,-1.142502404,130.7373047,120000,180000,120
12,RIAU,DPN,DPN PADANG-BUKITTINGGI dan sekitarnya,-1.087581167,101.217041,200000,100000,150
37,SULAWESI SELATAN,DPN,DPN BANJARMASIN-MARTAPURA dan sekitarnya,-3.019841106,114.9829102,75000,130000,110
38,SULAWESI SELATAN,DPN,DPN MAKASSAR-TAKABONERATE dan sekitarnya,-4.313546364,119.8718262,140000,250000,75
7,SULAWESI TENGGARA,DPN,DPN MOYO-TAMBORA dan sekitarnya,-8.570157715,118.1799316,60000,100000,0
40,SULAWESI UTARA,DPN,DPN TOGEAN-GORONTALO dan sekitarnya,-0.395504672,122.8930664,160000,200000,75
10,SUMATERA BARAT,DPN,DPN KOMODO-RUTENG dan sekitarnya,-8.624472108,119.9487305,40000,68000,0
11,SUMATERA BARAT,DPN,DPN MENTAWAI-SIBERUT dan sekitarnya,-1.735574363,99.85473633,200000,140000,160
4,SUMATERA SELATAN,DPN,DPN MEDAN-TOBA dan sekitarnya,2.745530719,98.62426758,100000,150000,80
2,SUMATERA UTARA,DPN,DPN BANDA ACEH-WEH dan sekitarnya,5.342582852,96.18530273,90000,160000,45
3,SUMATERA UTARA,DPN,DPN NIAS-SIMEULUE dan sekitarnya,1.977146554,97.20703125,100000,250000,25
358,JAWA TENGAH,DPSP,DPSP Borobudur,,,,,
360,NUSA TENGGARA BARAT,DPSP,DSP Mandalika,,,,,
362,NUSA TENGGARA TIMUR,DPSP,DSP Labuan Bajo,,,,,
359,SULAWESI UTARA,DPSP,DSP Likupang,,,,,
361,SUMATERA UTARA,DPSP,DSP Danau Toba,,,,,
82,ACEH,KPPN,KPPN Sintang dan sekitarnya,0.01373291,111.3299561,20000,10000,95
83,ACEH,KPPN,KPPN Banda Aceh Kota dan sekitarnya,5.565415753,95.38330078,17000,8000,50
196,ACEH,KPPN,KPPN Sangiran dan sekitarnya,-7.384261694,110.9440613,15000,7000,120
191,BALI,KPPN,KPPN Teluk Cenderawasih dan sekitarnya,-1.889305963,134.2529297,48000,23000,150
197,BALI,KPPN,KPPN Weh dan sekitarnya,5.845529463,95.29541016,14000,9000,120
198,BALI,KPPN,KPPN Bedugul dan sekitarnya,-8.211494191,115.1422119,4000,7000,85
199,BALI,KPPN,KPPN Kintamani-Danau Batur dan sekitarnya,-8.242754823,115.4003906,4000,8000,110
200,BALI,KPPN,KPPN Besakih-Gunung Agung dan sekitarnya,-8.358261733,115.4292297,3000,5000,115
201,BALI,KPPN,KPPN Karangasem-Amuk dan sekitarnya,-8.510406786,115.5226135,3500,6000,115
204,BALI,KPPN,KPPN Waikabubak-Manupeh Tanah Daru dan sekitarnya,-9.565550364,119.3252564,49000,26000,80
206,BALI,KPPN,KPPN Trowulan dan sekitarnya,-7.569437336,112.2445679,15000,20000,30
214,BALI,KPPN,KPPN Ijen-Baluran dan sekitarnya,-8.042920302,114.2715454,17000,30000,145
215,BALI,KPPN,KPPN Kuta-Sanur-Nusa Dua dan sekitarnya,-8.787375972,115.1641846,9000,14000,130
216,BALI,KPPN,KPPN Menjangan-Pemuteran dan sekitarnya,-8.148969411,114.6286011,7000,18000,11
75,BANTEN,KPPN,KPPN Simeulue dan sekitarnya,2.578170049,96.16333008,50000,22000,120
76,BANTEN,KPPN,KPPN Carita dan sekitarnya,-6.301648785,105.8340454,23000,12000,20
225,BANTEN,KPPN,KPPN Kota Bangun-Tanjung Isuy dan sekitarnya,-0.351560294,116.3150024,20000,28000,130
152,BENGKULU,KPPN,KPPN Anambas dan sekitarnya,3.073304716,106.0675049,55000,41000,90
153,BENGKULU,KPPN,KPPN Bengkulu Kota dan sekitarnya,-3.787521712,102.2497559,40000,27000,20
249,BENGKULU,KPPN,KPPN Pagaralam dan sekitarnya,-4.050576786,103.3154297,32000,17000,50
256,DI YOGYAKARTA,KPPN,KPPN Morotai dan sekitarnya,2.333948986,128.4082031,46000,38000,160
264,DI YOGYAKARTA,KPPN,KPPN Merapi-Merbabu dan sekitarnya,-7.513619445,110.4222107,17000,10000,195
265,DI YOGYAKARTA,KPPN,KPPN Prambanan-Kalasan dan sekitarnya,-7.79535734,110.4373169,9000,5000,165
266,DI YOGYAKARTA,KPPN,KPPN Yogyakarta Kota dan sekitarnya,-7.877665529,110.3205872,10000,5500,195
57,DKI JAKARTA,KPPN,KPPN Punai-Belitung dan sekitarnya,-3.014355556,108.0285645,60000,27000,50
58,DKI JAKARTA,KPPN,KPPN Cbd Jakarta Kota dan sekitarnya,-6.234759816,106.8118286,15000,7000,50
184,DKI JAKARTA,KPPN,KPPN Pantai Selatan dan sekitarnya Lombok,-8.894569222,116.2147522,15000,7000,100
186,DKI JAKARTA,KPPN,KPPN Karimunjawa dan sekitarnya,-5.818225684,110.3796387,25000,15000,-70
112,GORONTALO,KPPN,KPPN Buru dan sekitarnya,-3.513421046,126.9030762,55000,35000,45
116,GORONTALO,KPPN,KPPN Manado Kota dan sekitarnya,1.437684803,124.8088074,6000,10000,140
230,GORONTALO,KPPN,KPPN Siberut dan sekitarnya,-1.502208236,99.02526855,60000,25000,148
87,JAMBI,KPPN,KPPN Padang dan sekitarnya,-1.013435922,100.3820801,14000,9000,150
146,JAMBI,KPPN,KPPN Bukit Tiga Puluh-Rengat dan sekitarnya,-0.280188388,102.4200439,74000,34000,20
147,JAMBI,KPPN,KPPN Jambi Kota dan sekitarnya,-1.650505618,103.4609985,30000,19000,30
268,JAMBI,KPPN,KPPN Moyo dan sekitarnya,-8.475088882,117.4411011,48000,29000,200
158,JAWA BARAT,KPPN,KPPN Kalianda dan sekitarnya,-5.807291968,105.5511475,25000,12000,20
159,JAWA BARAT,KPPN,KPPN Pelabuhan Ratu dan sekitarnya,-7.005489767,106.4630127,20000,11000,60
160,JAWA BARAT,KPPN,KPPN Lebak Badui dan sekitarnya,-6.590945454,106.2281799,16000,10000,-50
161,JAWA BARAT,KPPN,KPPN Bogor-Ciawi dan sekitarnya,-6.58549634,106.8255615,11000,6000,-30
162,JAWA BARAT,KPPN,KPPN Lembang dan sekitarnya,-6.82383076,107.6042175,7000,3000,75
187,JAWA BARAT,KPPN,KPPN Kepulauan Seribu dan sekitarnya,-5.837348512,106.5962219,28000,10000,155
189,JAWA BARAT,KPPN,KPPN Gili Tramena dan sekitarnya,-8.362333964,116.1268616,10000,6800,90
192,JAWA BARAT,KPPN,KPPN Tulamben-Amed dan sekitarnya,-8.310700316,115.6159973,8000,6000,-45
194,JAWA BARAT,KPPN,KPPN Rinjani dan sekitarnya,-8.369127357,116.4344788,8000,20000,80
254,JAWA BARAT,KPPN,KPPN Tambora dan sekitarnya,-8.246828247,118.0728149,47000,26000,120
163,JAWA TENGAH,KPPN,KPPN Tasikmalaya dan sekitarnya,-7.246688371,107.9997253,24000,9000,-60
164,JAWA TENGAH,KPPN,KPPN Cilacap-Nusakambangan dan sekitarnya,-7.731408125,109.017334,11000,6000,70
165,JAWA TENGAH,KPPN,KPPN Baturaden dan sekitarnya,-7.423072256,109.1649628,7000,4000,0
166,JAWA TENGAH,KPPN,KPPN Karst Kebumen dan sekitarnya,-7.638863121,109.5350647,23000,12000,40
167,JAWA TENGAH,KPPN,KPPN Semarang Kota dan sekitarnya,-6.980969984,110.423584,15000,9000,-50
168,JAWA TENGAH,KPPN,KPPN Gedongsongo-Rawa Pening dan sekitarnya,-7.25622451,110.4345703,18000,11000,-50
169,JAWA TENGAH,KPPN,KPPN Solo Kota dan sekitarnya,-7.561273188,110.8053589,10000,5000,120
170,JAWA TENGAH,KPPN,KPPN Cetho-Sukuh dan sekitarnya,-7.625251907,111.018219,11000,6000,60
171,JAWA TENGAH,KPPN,KPPN Tawangmangu-Sarangan dan sekitarnya,-7.669824224,111.1806107,6000,3000,120
185,JAWA TENGAH,KPPN,KPPN Kota Tua-Sunda Kelapa dan sekitarnya,-6.109149388,106.789856,8000,5000,60
195,JAWA TENGAH,KPPN,KPPN Pangandaran dan sekitarnya,-7.69738658,108.5531616,11000,6000,70
260,JAWA TENGAH,KPPN,KPPN Singkarak dan sekitarnya,-0.763546231,100.6100464,30000,12000,-25
261,JAWA TENGAH,KPPN,KPPN Dieng dan sekitarnya,-7.209900314,109.8825073,13000,8500,150
262,JAWA TENGAH,KPPN,KPPN Borobudur-Mendut-Pawon dan sekitarnya,-7.523149838,110.2120972,17000,10000,145
263,JAWA TENGAH,KPPN,KPPN Rupat-Bengkalis dan sekitarnya,1.738281647,101.8157959,65000,25000,-50
50,JAWA TIMUR,KPPN,Blitar - Kediri,-7.969477668,112.0825195,30000,18000,-40
51,JAWA TIMUR,KPPN,Batu - Malang,-7.925954466,112.5933838,20000,10000,-40
52,JAWA TIMUR,KPPN,Sumenep,-7.002763682,113.9749146,15000,25000,80
53,JAWA TIMUR,KPPN,Pamekasan,-7.188100871,113.5189819,18000,10000,80
172,JAWA TIMUR,KPPN,KPPN Wonogiri dan sekitarnya,-7.862025307,111.0621643,18000,10000,105
173,JAWA TIMUR,KPPN,KPPN G Land-Alas Purwo dan sekitarnya,-8.600039322,114.359436,17000,30000,40
205,JAWA TIMUR,KPPN,KPPN Nusa Penida dan sekitarnya,-8.733085136,115.52948,8000,12000,40
208,JAWA TIMUR,KPPN,KPPN Alor-Kalabahi dan sekitarnya,-8.303921376,124.3432617,44000,23000,60
211,JAWA TIMUR,KPPN,KPPN Tanjung Kelayang-Belitung dan sekitarnya,-2.65773779,107.7923584,50000,20000,85
213,JAWA TIMUR,KPPN,KPPN Nemberala-Rotendao dan sekitarnya,-10.75777812,122.9754639,46000,23000,65
269,JAWA TIMUR,KPPN,KPPN Muaro Jambi dan sekitarnya,-1.46106149,103.8427735,28000,15000,30
77,KALIMANTAN BARAT,KPPN,KPPN Serang-Banten Lama dan sekitarnya,-6.088666616,106.1636353,23000,12000,165
78,KALIMANTAN BARAT,KPPN,KPPN Singkawang dan sekitarnya,0.917319207,109.0255737,28000,21000,99
79,KALIMANTAN BARAT,KPPN,KPPN Pontianak Kota dan sekitarnya,-0.039825436,109.3318176,20000,9000,125
80,KALIMANTAN BARAT,KPPN,KPPN Betung Kerihun-Putusibau dan sekitarnya,1.142502404,112.7087402,55000,38000,110
81,KALIMANTAN BARAT,KPPN,KPPN Bukit Raya-Bukit Baka dan sekitarnya,-0.628954653,112.3297119,26000,19000,20
90,KALIMANTAN BARAT,KPPN,KPPN Sebangau dan sekitarnya,-2.240639609,113.8238525,90000,56000,196
220,KALIMANTAN BARAT,KPPN,KPPN Toraja dan sekitarnya,-3.052753822,120.0201416,18000,10000,170
222,KALIMANTAN BARAT,KPPN,KPPN Takabonerate dan sekitarnya,-7.100892669,120.9237671,50000,35000,110
129,KALIMANTAN SELATAN,KPPN,KPPN Selayar dan sekitarnya,-6.105052896,120.4815674,45000,15000,180
130,KALIMANTAN SELATAN,KPPN,KPPN Banjarmasin Kota dan sekitarnya,-3.296824269,114.5819092,20000,10000,30
223,KALIMANTAN SELATAN,KPPN,KPPN Sentarum dan sekitarnya,0.93242344,112.0756531,35000,25000,135
243,KALIMANTAN SELATAN,KPPN,KPPN Kayan Mentarang dan sekitarnya,2.825087494,116.1804199,90000,56000,70
89,KALIMANTAN TENGAH,KPPN,KPPN Pesisir Selatan dan sekitarnya,-1.293530239,100.5056763,14000,9000,140
231,KALIMANTAN TENGAH,KPPN,KPPN Gorontalo Kota-Limboto dan sekitarnya,0.705853727,122.9699707,35000,21000,145
131,KALIMANTAN TIMUR,KPPN,KPPN Martapura dan sekitarnya,-3.417466466,114.9526978,28000,17000,130
132,KALIMANTAN TIMUR,KPPN,KPPN Long Apari dan sekitarnya,0.961258613,114.3841553,19000,40000,20
133,KALIMANTAN TIMUR,KPPN,KPPN Melak-Kersik Luway dan sekitarnya,-0.141448831,115.6118774,22000,30000,90
134,KALIMANTAN TIMUR,KPPN,KPPN Tenggarong dan sekitarnya,-0.400997703,116.9549561,12000,10000,60
135,KALIMANTAN TIMUR,KPPN,KPPN Samarinda Kota dan sekitarnya,-0.379025556,117.1636963,20000,10000,150
136,KALIMANTAN TIMUR,KPPN,KPPN Bontang Sangata dan sekitarnya,0.215606181,117.4040222,18000,11000,150
138,KALIMANTAN TIMUR,KPPN,KPPN Tarakan dan Sebatik dan sekitarnya,3.376340122,117.5537109,89000,30000,15
224,KALIMANTAN TIMUR,KPPN,KPPN Lhoksado dan sekitarnya,-2.847033238,115.2301025,26000,15000,50
237,KALIMANTAN TIMUR,KPPN,KPPN Wazur-Merauke dan sekitarnya,-8.504970203,140.5755615,60000,28000,90
137,KALIMANTAN UTARA,KPPN,KPPN Balikpapan Semboja dan sekitarnya,-1.153486527,116.8862915,26000,15000,60
242,KALIMANTAN UTARA,KPPN,KPPN Togean-Tomini dan sekitarnya,-0.340574166,121.9042969,60000,34000,90
54,KEPULAUAN BANGKA BELITUNG,KPPN,KPPN Surabaya Kota dan sekitarnya,-7.234423434,112.6977539,15000,20000,30
55,KEPULAUAN BANGKA BELITUNG,KPPN,KPPN Belinyu dan sekitarnya,-1.724593043,105.6939697,50000,32000,50
56,KEPULAUAN BANGKA BELITUNG,KPPN,KPPN Pangkal Pinang-Sungai Liat dan sekitarnya,-2.372368709,106.4520264,66000,35000,150
210,KEPULAUAN BANGKA BELITUNG,KPPN,KPPN Palembang Kota dan sekitarnya,-2.970470166,104.7766113,45000,30000,40
148,KEPULAUAN RIAU,KPPN,KPPN Berbak dan sekitarnya,-1.145286568,104.180603,24000,13000,-20
149,KEPULAUAN RIAU,KPPN,KPPN Nagoya-Tanjung  Ucang dan sekitarnya,1.097173392,103.911438,12000,8000,35
150,KEPULAUAN RIAU,KPPN,KPPN Galang-P. Abang dan sekitarnya,0.795090889,104.1435242,24000,12000,-25
151,KEPULAUAN RIAU,KPPN,KPPN Panyengat dan sekitarnya,0.903568954,104.4181824,18000,10000,30
245,KEPULAUAN RIAU,KPPN,KPPN Bukittinggi dan sekitarnya,-0.304888277,100.3793335,20000,9000,20
246,KEPULAUAN RIAU,KPPN,KPPN Lagoi-Bintan dan sekitarnya,1.147975405,104.4483948,19000,12000,70
257,KEPULAUAN RIAU,KPPN,KPPN Karst Gunung Kidul dan sekitarnya,-8.070107304,110.5622864,23000,10000,110
258,KEPULAUAN RIAU,KPPN,KPPN Nongsa dan sekitarnya,1.138364282,104.0666199,12000,6000,15
155,LAMPUNG,KPPN,KPPN Rejanglebong dan sekitarnya,-3.107606101,102.5244141,81000,35000,-50
156,LAMPUNG,KPPN,KPPN Krui-Tanjung Setia dan sekitarnya,-5.287887414,104.0075684,28000,16000,-40
157,LAMPUNG,KPPN,KPPN Bandar Lampung dan sekitarnya,-5.408210929,105.2709961,25000,16000,-80
250,LAMPUNG,KPPN,KPPN Enggano dan sekitarnya,-5.38633569,102.2607422,23000,14000,-60
