tahun,bulan,provinsi,nama_pintu_masuk,jenis_pintu_masuk,jumlah_kunjungan_wisman
2020,September,DKI JAKARTA,Soekarno-Hatta,Udara,7468
2020,September,JAWA TIMUR,Juanda,Udara,20
2020,September,SUMATERA UTARA,Kualanamu,Udara,36
2020,September,JAWA BARAT,Husein Sastranegara,Udara,23
2020,September,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2020,September,SULAWESI UTARA,Sam Ratulangi,Udara,2174
2020,September,SUMATERA BARAT,Minangkabau,Udara,1
2020,September,RIAU,Sultan Syarif Kasim II,Udara,3
2020,September,ACEH,Sultan Iskandar Muda,Udara,5
2020,September,JAWA TENGAH,Ahmad Yani,Udara,10
2020,September,KALIMANTAN BARAT,Supadio,Udara,0
2020,September,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2020,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,243
2020,September,KEP. RIAU,Batam,Laut,341
2020,September,KEP. RIAU,Tanjung Uban,Laut,0
2020,September,KEP. RIAU,Tanjung Pinang,Laut,0
2020,September,KEP. RIAU,Tanjung Balai Karimun,Laut,5
2020,September,BALI,Tanjung Benoa,Laut,0
2020,September,JAWA TENGAH,Tanjung Mas,Laut,0
2020,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,44763
2020,September,PAPUA,Jayapura,Darat,0
2020,September,NUSA TENGGARA TIMUR,Atambua,Darat,0
2020,September,KALIMANTAN BARAT,Entikong,Darat,63
2020,September,KALIMANTAN BARAT,Aruk,Darat,2
2020,September,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,93819
2020,Oktober,BALI,Ngurah Rai,Udara,7
2020,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,9830
2020,Oktober,JAWA TIMUR,Juanda,Udara,37
2020,Oktober,SUMATERA UTARA,Kualanamu,Udara,29
2020,Oktober,JAWA BARAT,Husein Sastranegara,Udara,15
2020,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2020,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,2178
2020,Oktober,SUMATERA BARAT,Minangkabau,Udara,0
2020,Oktober,RIAU,Sultan Syarif Kasim II,Udara,0
2020,Oktober,ACEH,Sultan Iskandar Muda,Udara,0
2020,Oktober,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Oktober,KALIMANTAN BARAT,Supadio,Udara,1
2020,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,2
2020,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,181
2020,Oktober,KEP. RIAU,Batam,Laut,427
2020,Oktober,KEP. RIAU,Tanjung Uban,Laut,0
2020,Oktober,KEP. RIAU,Tanjung Pinang,Laut,0
2020,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Oktober,BALI,Tanjung Benoa,Laut,56
2020,Oktober,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,40887
2020,Oktober,PAPUA,Jayapura,Darat,0
2020,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,28
2020,Oktober,KALIMANTAN BARAT,Entikong,Darat,23
2020,Oktober,KALIMANTAN BARAT,Aruk,Darat,3
2020,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,98589
2020,November,BALI,Ngurah Rai,Udara,2
2020,November,DKI JAKARTA,Soekarno-Hatta,Udara,14309
2020,November,JAWA TIMUR,Juanda,Udara,69
2020,November,SUMATERA UTARA,Kualanamu,Udara,44
2020,November,JAWA BARAT,Husein Sastranegara,Udara,1
2020,November,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1
2020,November,SULAWESI UTARA,Sam Ratulangi,Udara,1577
2020,November,SUMATERA BARAT,Minangkabau,Udara,0
2020,November,RIAU,Sultan Syarif Kasim II,Udara,3
2020,November,ACEH,Sultan Iskandar Muda,Udara,0
2020,November,JAWA TENGAH,Ahmad Yani,Udara,0
2020,November,KALIMANTAN BARAT,Supadio,Udara,0
2020,November,SULAWESI SELATAN,Hasanuddin,Udara,1
2020,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,2
2020,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,76
2020,November,KEP. RIAU,Batam,Laut,454
2020,November,KEP. RIAU,Tanjung Uban,Laut,101
2020,November,KEP. RIAU,Tanjung Pinang,Laut,0
2020,November,KEP. RIAU,Tanjung Balai Karimun,Laut,1
2020,November,BALI,Tanjung Benoa,Laut,51
2020,November,JAWA TENGAH,Tanjung Mas,Laut,0
2020,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,40363
2020,November,PAPUA,Jayapura,Darat,2
2020,November,NUSA TENGGARA TIMUR,Atambua,Darat,26
2020,November,KALIMANTAN BARAT,Entikong,Darat,10
2020,November,KALIMANTAN BARAT,Aruk,Darat,10
2020,November,KALIMANTAN BARAT,Nanga Badau,Darat,2
2020,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,87371
2020,Desember,BALI,Ngurah Rai,Udara,127
2020,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,21812
2020,Desember,JAWA TIMUR,Juanda,Udara,85
2020,Desember,SUMATERA UTARA,Kualanamu,Udara,54
2020,Desember,JAWA BARAT,Husein Sastranegara,Udara,0
2020,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,0
2020,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2
2020,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,1469
2020,Desember,SUMATERA BARAT,Minangkabau,Udara,0
2020,Desember,RIAU,Sultan Syarif Kasim II,Udara,0
2020,Desember,ACEH,Sultan Iskandar Muda,Udara,0
2020,Desember,JAWA TENGAH,Ahmad Yani,Udara,0
2020,Desember,KALIMANTAN BARAT,Supadio,Udara,0
2020,Desember,SULAWESI SELATAN,Hasanuddin,Udara,0
2020,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2020,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,50
2020,Desember,KEP. RIAU,Batam,Laut,471
2020,Desember,KEP. RIAU,Tanjung Uban,Laut,71
2020,Desember,KEP. RIAU,Tanjung Pinang,Laut,0
2020,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2020,Desember,BALI,Tanjung Benoa,Laut,23
2020,Desember,JAWA TENGAH,Tanjung Mas,Laut,0
2020,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,43902
2020,Desember,PAPUA,Jayapura,Darat,1
2020,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,13
2020,Desember,KALIMANTAN BARAT,Entikong,Darat,5
2020,Desember,KALIMANTAN BARAT,Aruk,Darat,4
2020,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,0
2020,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,95990
2019,Januari,BALI,Ngurah Rai,Udara,451708
2019,Januari,DKI JAKARTA,Soekarno-Hatta,Udara,174963
2019,Januari,JAWA TIMUR,Juanda,Udara,13792
2019,Januari,SUMATERA UTARA,Kualanamu,Udara,16253
2019,Januari,JAWA BARAT,Husein Sastranegara,Udara,12524
2019,Januari,DI YOGYAKARTA,Adi Sucipto,Udara,8055
2019,Januari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2126
2019,Januari,SULAWESI UTARA,Sam Ratulangi,Udara,10905
2019,Januari,SUMATERA BARAT,Minangkabau,Udara,4528
2019,Januari,RIAU,Sultan Syarif Kasim II,Udara,2450
2019,Januari,ACEH,Sultan Iskandar Muda,Udara,1676
2019,Januari,JAWA TENGAH,Ahmad Yani,Udara,2165
2019,Januari,KALIMANTAN BARAT,Supadio,Udara,1598
2019,Januari,SULAWESI SELATAN,Hasanuddin,Udara,951
2019,Januari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1038
2019,Januari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1972
2019,Januari,KEP. RIAU,Batam,Laut,134415
2019,Januari,KEP. RIAU,Tanjung Uban,Laut,40601
2019,Januari,KEP. RIAU,Tanjung Pinang,Laut,9268
2019,Januari,KEP. RIAU,Tanjung Balai Karimun,Laut,8572
2019,Januari,BALI,Tanjung Benoa,Laut,3862
2019,Januari,JAWA TENGAH,Tanjung Mas,Laut,1646
2019,Januari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,106115
2019,Januari,PAPUA,Jayapura,Darat,4418
2019,Januari,NUSA TENGGARA TIMUR,Atambua,Darat,7835
2019,Januari,KALIMANTAN BARAT,Entikong,Darat,1563
2019,Januari,KALIMANTAN BARAT,Aruk,Darat,804
2019,Januari,KALIMANTAN BARAT,Nanga Badau,Darat,1187
2019,Januari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,174745
2019,Februari,BALI,Ngurah Rai,Udara,436266
2019,Februari,DKI JAKARTA,Soekarno-Hatta,Udara,196183
2019,Februari,JAWA TIMUR,Juanda,Udara,17389
2019,Februari,SUMATERA UTARA,Kualanamu,Udara,21815
2019,Februari,JAWA BARAT,Husein Sastranegara,Udara,15127
2019,Februari,DI YOGYAKARTA,Adi Sucipto,Udara,9604
2019,Februari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,3590
2019,Februari,SULAWESI UTARA,Sam Ratulangi,Udara,11305
2019,Februari,SUMATERA BARAT,Minangkabau,Udara,5144
2019,Februari,RIAU,Sultan Syarif Kasim II,Udara,2989
2019,Februari,ACEH,Sultan Iskandar Muda,Udara,1739
2019,Februari,JAWA TENGAH,Ahmad Yani,Udara,2033
2019,Februari,KALIMANTAN BARAT,Supadio,Udara,2639
2019,Februari,SULAWESI SELATAN,Hasanuddin,Udara,1379
2019,Februari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1573
2019,Februari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2742
2019,Februari,KEP. RIAU,Batam,Laut,159248
2019,Februari,KEP. RIAU,Tanjung Uban,Laut,49394
2019,Februari,KEP. RIAU,Tanjung Pinang,Laut,13141
2019,Februari,KEP. RIAU,Tanjung Balai Karimun,Laut,11411
2019,Februari,BALI,Tanjung Benoa,Laut,1190
2019,Februari,JAWA TENGAH,Tanjung Mas,Laut,2328
2019,Februari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,104039
2019,Februari,PAPUA,Jayapura,Darat,3889
2019,Februari,NUSA TENGGARA TIMUR,Atambua,Darat,5973
2019,Februari,KALIMANTAN BARAT,Entikong,Darat,2158
2019,Februari,KALIMANTAN BARAT,Aruk,Darat,1989
2019,Februari,KALIMANTAN BARAT,Nanga Badau,Darat,1128
2019,Februari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,156591
2019,Maret,BALI,Ngurah Rai,Udara,441707
2019,Maret,DKI JAKARTA,Soekarno-Hatta,Udara,214161
2019,Maret,JAWA TIMUR,Juanda,Udara,20497
2019,Maret,SUMATERA UTARA,Kualanamu,Udara,21129
2019,Maret,JAWA BARAT,Husein Sastranegara,Udara,16342
2019,Maret,DI YOGYAKARTA,Adi Sucipto,Udara,10550
2019,Maret,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,3568
2019,Maret,SULAWESI UTARA,Sam Ratulangi,Udara,10761
2019,Maret,SUMATERA BARAT,Minangkabau,Udara,6196
2019,Maret,RIAU,Sultan Syarif Kasim II,Udara,3071
2019,Maret,ACEH,Sultan Iskandar Muda,Udara,2134
2019,Maret,JAWA TENGAH,Ahmad Yani,Udara,2296
2019,Maret,KALIMANTAN BARAT,Supadio,Udara,2316
2019,Maret,SULAWESI SELATAN,Hasanuddin,Udara,1825
2019,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1419
2019,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,849
2019,Maret,KEP. RIAU,Batam,Laut,172461
2019,Maret,KEP. RIAU,Tanjung Uban,Laut,61156
2019,Maret,KEP. RIAU,Tanjung Pinang,Laut,15813
2019,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,10859
2019,Maret,BALI,Tanjung Benoa,Laut,7862
2019,Maret,JAWA TENGAH,Tanjung Mas,Laut,4999
2019,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,105548
2019,Maret,PAPUA,Jayapura,Darat,3871
2019,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,6741
2019,Maret,KALIMANTAN BARAT,Entikong,Darat,2366
2019,Maret,KALIMANTAN BARAT,Aruk,Darat,2171
2019,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,1185
2019,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,158058
2019,April,BALI,Ngurah Rai,Udara,476104
2019,April,DKI JAKARTA,Soekarno-Hatta,Udara,196977
2019,April,JAWA TIMUR,Juanda,Udara,18431
2019,April,SUMATERA UTARA,Kualanamu,Udara,21613
2019,April,JAWA BARAT,Husein Sastranegara,Udara,14738
2019,April,DI YOGYAKARTA,Adi Sucipto,Udara,9922
2019,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5143
2019,April,SULAWESI UTARA,Sam Ratulangi,Udara,11574
2019,April,SUMATERA BARAT,Minangkabau,Udara,5434
2019,April,RIAU,Sultan Syarif Kasim II,Udara,2745
2019,April,ACEH,Sultan Iskandar Muda,Udara,2225
2019,April,JAWA TENGAH,Ahmad Yani,Udara,1635
2019,April,KALIMANTAN BARAT,Supadio,Udara,1886
2019,April,SULAWESI SELATAN,Hasanuddin,Udara,1312
2019,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1409
2019,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,890
2019,April,KEP. RIAU,Batam,Laut,154810
2019,April,KEP. RIAU,Tanjung Uban,Laut,48560
2019,April,KEP. RIAU,Tanjung Pinang,Laut,15841
2019,April,KEP. RIAU,Tanjung Balai Karimun,Laut,10039
2019,April,BALI,Tanjung Benoa,Laut,53
2019,April,JAWA TENGAH,Tanjung Mas,Laut,1015
2019,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,98566
2019,April,PAPUA,Jayapura,Darat,4702
2019,April,NUSA TENGGARA TIMUR,Atambua,Darat,9618
2019,April,KALIMANTAN BARAT,Entikong,Darat,1333
2019,April,KALIMANTAN BARAT,Aruk,Darat,836
2019,April,KALIMANTAN BARAT,Nanga Badau,Darat,937
2019,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,155883
2019,Mei,BALI,Ngurah Rai,Udara,483928
2019,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,156654
2019,Mei,JAWA TIMUR,Juanda,Udara,14529
2019,Mei,SUMATERA UTARA,Kualanamu,Udara,15573
2019,Mei,JAWA BARAT,Husein Sastranegara,Udara,8029
2019,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,6664
2019,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2884
2019,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,9755
2019,Mei,SUMATERA BARAT,Minangkabau,Udara,3576
2019,Mei,RIAU,Sultan Syarif Kasim II,Udara,2364
2019,Mei,ACEH,Sultan Iskandar Muda,Udara,1360
2019,Mei,JAWA TENGAH,Ahmad Yani,Udara,996
2019,Mei,KALIMANTAN BARAT,Supadio,Udara,1527
2019,Mei,SULAWESI SELATAN,Hasanuddin,Udara,1105
2019,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1396
2019,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,889
2019,Mei,KEP. RIAU,Batam,Laut,145447
2019,Mei,KEP. RIAU,Tanjung Uban,Laut,58673
2019,Mei,KEP. RIAU,Tanjung Pinang,Laut,14816
2019,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,6235
2019,Mei,BALI,Tanjung Benoa,Laut,37
2019,Mei,JAWA TENGAH,Tanjung Mas,Laut,0
2019,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,109903
2019,Mei,PAPUA,Jayapura,Darat,4743
2019,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,7457
2019,Mei,KALIMANTAN BARAT,Entikong,Darat,1290
2019,Mei,KALIMANTAN BARAT,Aruk,Darat,939
2019,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,1705
2019,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,187062
2019,Juni,BALI,Ngurah Rai,Udara,549483
2019,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,190031
2019,Juni,JAWA TIMUR,Juanda,Udara,22485
2019,Juni,SUMATERA UTARA,Kualanamu,Udara,18935
2019,Juni,JAWA BARAT,Husein Sastranegara,Udara,8652
2019,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,6583
2019,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,6127
2019,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,8339
2019,Juni,SUMATERA BARAT,Minangkabau,Udara,5212
2019,Juni,RIAU,Sultan Syarif Kasim II,Udara,2971
2019,Juni,ACEH,Sultan Iskandar Muda,Udara,2051
2019,Juni,JAWA TENGAH,Ahmad Yani,Udara,1872
2019,Juni,KALIMANTAN BARAT,Supadio,Udara,1567
2019,Juni,SULAWESI SELATAN,Hasanuddin,Udara,1385
2019,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1725
2019,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1649
2019,Juni,KEP. RIAU,Batam,Laut,175001
2019,Juni,KEP. RIAU,Tanjung Uban,Laut,61850
2019,Juni,KEP. RIAU,Tanjung Pinang,Laut,18935
2019,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,10118
2019,Juni,BALI,Tanjung Benoa,Laut,33
2019,Juni,JAWA TENGAH,Tanjung Mas,Laut,73
2019,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,120142
2019,Juni,PAPUA,Jayapura,Darat,4326
2019,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,8718
2019,Juni,KALIMANTAN BARAT,Entikong,Darat,2312
2019,Juni,KALIMANTAN BARAT,Aruk,Darat,2081
2019,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,1495
2019,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,199952
2019,Juli,BALI,Ngurah Rai,Udara,604310
2019,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,267143
2019,Juli,JAWA TIMUR,Juanda,Udara,24913
2019,Juli,SUMATERA UTARA,Kualanamu,Udara,20929
2019,Juli,JAWA BARAT,Husein Sastranegara,Udara,12581
2019,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,10480
2019,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5306
2019,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,11203
2019,Juli,SUMATERA BARAT,Minangkabau,Udara,5183
2019,Juli,RIAU,Sultan Syarif Kasim II,Udara,2555
2019,Juli,ACEH,Sultan Iskandar Muda,Udara,2823
2019,Juli,JAWA TENGAH,Ahmad Yani,Udara,1851
2019,Juli,KALIMANTAN BARAT,Supadio,Udara,1826
2019,Juli,SULAWESI SELATAN,Hasanuddin,Udara,1473
2019,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1231
2019,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2063
2019,Juli,KEP. RIAU,Batam,Laut,147690
2019,Juli,KEP. RIAU,Tanjung Uban,Laut,49247
2019,Juli,KEP. RIAU,Tanjung Pinang,Laut,11951
2019,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,8425
2019,Juli,BALI,Tanjung Benoa,Laut,13
2019,Juli,JAWA TENGAH,Tanjung Mas,Laut,97
2019,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,94006
2019,Juli,PAPUA,Jayapura,Darat,5557
2019,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,8961
2019,Juli,KALIMANTAN BARAT,Entikong,Darat,1720
2019,Juli,KALIMANTAN BARAT,Aruk,Darat,1061
2019,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,1178
2019,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,162397
2019,Agustus,BALI,Ngurah Rai,Udara,602457
2019,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,251596
2019,Agustus,JAWA TIMUR,Juanda,Udara,29180
2019,Agustus,SUMATERA UTARA,Kualanamu,Udara,24623
2019,Agustus,JAWA BARAT,Husein Sastranegara,Udara,13984
2019,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,12013
2019,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,6622
2019,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,14171
2019,Agustus,SUMATERA BARAT,Minangkabau,Udara,5967
2019,Agustus,RIAU,Sultan Syarif Kasim II,Udara,3229
2019,Agustus,ACEH,Sultan Iskandar Muda,Udara,2935
2019,Agustus,JAWA TENGAH,Ahmad Yani,Udara,2035
2019,Agustus,KALIMANTAN BARAT,Supadio,Udara,2127
2019,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,1983
2019,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1605
2019,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2506
2019,Agustus,KEP. RIAU,Batam,Laut,183401
2019,Agustus,KEP. RIAU,Tanjung Uban,Laut,55638
2019,Agustus,KEP. RIAU,Tanjung Pinang,Laut,15621
2019,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,10273
2019,Agustus,BALI,Tanjung Benoa,Laut,1679
2019,Agustus,JAWA TENGAH,Tanjung Mas,Laut,0
2019,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,101796
2019,Agustus,PAPUA,Jayapura,Darat,5694
2019,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,9492
2019,Agustus,KALIMANTAN BARAT,Entikong,Darat,2265
2019,Agustus,KALIMANTAN BARAT,Aruk,Darat,2081
2019,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,1226
2019,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,164069
2019,September,BALI,Ngurah Rai,Udara,589984
2019,September,DKI JAKARTA,Soekarno-Hatta,Udara,211775
2019,September,JAWA TIMUR,Juanda,Udara,20462
2019,September,SUMATERA UTARA,Kualanamu,Udara,18913
2019,September,JAWA BARAT,Husein Sastranegara,Udara,12869
2019,September,DI YOGYAKARTA,Adi Sucipto,Udara,10609
2019,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,6552
2019,September,SULAWESI UTARA,Sam Ratulangi,Udara,11874
2019,September,SUMATERA BARAT,Minangkabau,Udara,4427
2019,September,RIAU,Sultan Syarif Kasim II,Udara,2409
2019,September,ACEH,Sultan Iskandar Muda,Udara,2371
2019,September,JAWA TENGAH,Ahmad Yani,Udara,1946
2019,September,KALIMANTAN BARAT,Supadio,Udara,2077
2019,September,SULAWESI SELATAN,Hasanuddin,Udara,1503
2019,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1287
2019,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1351
2019,September,KEP. RIAU,Batam,Laut,159331
2019,September,KEP. RIAU,Tanjung Uban,Laut,50232
2019,September,KEP. RIAU,Tanjung Pinang,Laut,12768
2019,September,KEP. RIAU,Tanjung Balai Karimun,Laut,8245
2019,September,BALI,Tanjung Benoa,Laut,28
2019,September,JAWA TENGAH,Tanjung Mas,Laut,266
2019,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,96772
2019,September,PAPUA,Jayapura,Darat,4052
2019,September,NUSA TENGGARA TIMUR,Atambua,Darat,7731
2019,September,KALIMANTAN BARAT,Entikong,Darat,1704
2019,September,KALIMANTAN BARAT,Aruk,Darat,1066
2019,September,KALIMANTAN BARAT,Nanga Badau,Darat,981
2019,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,145134
2019,Oktober,BALI,Ngurah Rai,Udara,565966
2019,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,189231
2019,Oktober,JAWA TIMUR,Juanda,Udara,20895
2019,Oktober,SUMATERA UTARA,Kualanamu,Udara,21518
2019,Oktober,JAWA BARAT,Husein Sastranegara,Udara,13420
2019,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,9535
2019,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,5711
2019,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,10394
2019,Oktober,SUMATERA BARAT,Minangkabau,Udara,5271
2019,Oktober,RIAU,Sultan Syarif Kasim II,Udara,2677
2019,Oktober,ACEH,Sultan Iskandar Muda,Udara,2560
2019,Oktober,JAWA TENGAH,Ahmad Yani,Udara,2225
2019,Oktober,KALIMANTAN BARAT,Supadio,Udara,1599
2019,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,1439
2019,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1183
2019,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2172
2019,Oktober,KEP. RIAU,Batam,Laut,158619
2019,Oktober,KEP. RIAU,Tanjung Uban,Laut,47670
2019,Oktober,KEP. RIAU,Tanjung Pinang,Laut,12406
2019,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,8451
2019,Oktober,BALI,Tanjung Benoa,Laut,2001
2019,Oktober,JAWA TENGAH,Tanjung Mas,Laut,0
2019,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,103172
2019,Oktober,PAPUA,Jayapura,Darat,3874
2019,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,8994
2019,Oktober,KALIMANTAN BARAT,Entikong,Darat,1705
2019,Oktober,KALIMANTAN BARAT,Aruk,Darat,763
2019,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,911
2019,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,142072
2019,November,BALI,Ngurah Rai,Udara,492904
2019,November,DKI JAKARTA,Soekarno-Hatta,Udara,183759
2019,November,JAWA TIMUR,Juanda,Udara,20780
2019,November,SUMATERA UTARA,Kualanamu,Udara,20798
2019,November,JAWA BARAT,Husein Sastranegara,Udara,14616
2019,November,DI YOGYAKARTA,Adi Sucipto,Udara,9218
2019,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,4635
2019,November,SULAWESI UTARA,Sam Ratulangi,Udara,9261
2019,November,SUMATERA BARAT,Minangkabau,Udara,5013
2019,November,RIAU,Sultan Syarif Kasim II,Udara,2917
2019,November,ACEH,Sultan Iskandar Muda,Udara,2417
2019,November,JAWA TENGAH,Ahmad Yani,Udara,2296
2019,November,KALIMANTAN BARAT,Supadio,Udara,1811
2019,November,SULAWESI SELATAN,Hasanuddin,Udara,1595
2019,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1218
2019,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,4006
2019,November,KEP. RIAU,Batam,Laut,167288
2019,November,KEP. RIAU,Tanjung Uban,Laut,52374
2019,November,KEP. RIAU,Tanjung Pinang,Laut,12378
2019,November,KEP. RIAU,Tanjung Balai Karimun,Laut,9209
2019,November,BALI,Tanjung Benoa,Laut,5021
