tahun,bulan,provinsi,nama_pintu_masuk,jenis_pintu_masuk,jumlah_kunjungan_wisman
2022,Maret,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Maret,KALIMANTAN BARAT,Supadio,Udara,0
2022,Maret,SULAWESI SELATAN,Hasanuddin,Udara,0
2022,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2022,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,0
2022,Maret,KEP. RIAU,Batam,Laut,995
2022,Maret,KEP. RIAU,Tanjung Uban,Laut,367
2022,Maret,KEP. RIAU,Tanjung Pinang,Laut,1
2022,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2022,Maret,BALI,Tanjung Benoa,Laut,3
2022,Maret,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,58991
2022,Maret,PAPUA,Jayapura,Darat,0
2022,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,317
2022,Maret,KALIMANTAN BARAT,Entikong,Darat,2
2022,Maret,KALIMANTAN BARAT,Aruk,Darat,0
2022,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,0
2022,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,58891
2022,April,BALI,Ngurah Rai,Udara,58315
2022,April,DKI JAKARTA,Soekarno-Hatta,Udara,36061
2022,April,JAWA TIMUR,Juanda,Udara,1468
2022,April,SUMATERA UTARA,Kualanamu,Udara,494
2022,April,JAWA BARAT,Husein Sastranegara,Udara,0
2022,April,DI YOGYAKARTA,Adi Sucipto,Udara,35
2022,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2022,April,SULAWESI UTARA,Sam Ratulangi,Udara,851
2022,April,SUMATERA BARAT,Minangkabau,Udara,0
2022,April,RIAU,Sultan Syarif Kasim II,Udara,0
2022,April,ACEH,Sultan Iskandar Muda,Udara,0
2022,April,JAWA TENGAH,Ahmad Yani,Udara,0
2022,April,KALIMANTAN BARAT,Supadio,Udara,0
2022,April,SULAWESI SELATAN,Hasanuddin,Udara,164
2022,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2022,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,13
2022,April,KEP. RIAU,Batam,Laut,8136
2022,April,KEP. RIAU,Tanjung Uban,Laut,2998
2022,April,KEP. RIAU,Tanjung Pinang,Laut,660
2022,April,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2022,April,BALI,Tanjung Benoa,Laut,20
2022,April,JAWA TENGAH,Tanjung Mas,Laut,0
2022,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,57271
2022,April,PAPUA,Jayapura,Darat,20
2022,April,NUSA TENGGARA TIMUR,Atambua,Darat,737
2022,April,KALIMANTAN BARAT,Entikong,Darat,254
2022,April,KALIMANTAN BARAT,Aruk,Darat,218
2022,April,KALIMANTAN BARAT,Nanga Badau,Darat,0
2022,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,62361
2022,Mei,BALI,Ngurah Rai,Udara,115553
2022,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,57844
2022,Mei,JAWA TIMUR,Juanda,Udara,4598
2022,Mei,SUMATERA UTARA,Kualanamu,Udara,3861
2022,Mei,JAWA BARAT,Husein Sastranegara,Udara,0
2022,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,260
2022,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,487
2022,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,843
2022,Mei,SUMATERA BARAT,Minangkabau,Udara,0
2022,Mei,RIAU,Sultan Syarif Kasim II,Udara,0
2022,Mei,ACEH,Sultan Iskandar Muda,Udara,0
2022,Mei,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Mei,KALIMANTAN BARAT,Supadio,Udara,0
2022,Mei,SULAWESI SELATAN,Hasanuddin,Udara,364
2022,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2022,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,20
2022,Mei,KEP. RIAU,Batam,Laut,16741
2022,Mei,KEP. RIAU,Tanjung Uban,Laut,5281
2022,Mei,KEP. RIAU,Tanjung Pinang,Laut,1141
2022,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,659
2022,Mei,BALI,Tanjung Benoa,Laut,58
2022,Mei,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,81839
2022,Mei,PAPUA,Jayapura,Darat,0
2022,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,1203
2022,Mei,KALIMANTAN BARAT,Entikong,Darat,556
2022,Mei,KALIMANTAN BARAT,Aruk,Darat,622
2022,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,0
2022,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,62990
2022,Juni,BALI,Ngurah Rai,Udara,181545
2022,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,85587
2022,Juni,JAWA TIMUR,Juanda,Udara,4722
2022,Juni,SUMATERA UTARA,Kualanamu,Udara,5165
2022,Juni,JAWA BARAT,Husein Sastranegara,Udara,49
2022,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,369
2022,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1011
2022,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,1472
2022,Juni,SUMATERA BARAT,Minangkabau,Udara,0
2022,Juni,RIAU,Sultan Syarif Kasim II,Udara,0
2022,Juni,ACEH,Sultan Iskandar Muda,Udara,0
2022,Juni,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Juni,KALIMANTAN BARAT,Supadio,Udara,0
2022,Juni,SULAWESI SELATAN,Hasanuddin,Udara,523
2022,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,8
2022,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,31
2022,Juni,KEP. RIAU,Batam,Laut,39649
2022,Juni,KEP. RIAU,Tanjung Uban,Laut,12509
2022,Juni,KEP. RIAU,Tanjung Pinang,Laut,2758
2022,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,2519
2022,Juni,BALI,Tanjung Benoa,Laut,80
2022,Juni,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,77149
2022,Juni,PAPUA,Jayapura,Darat,0
2022,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,1792
2022,Juni,KALIMANTAN BARAT,Entikong,Darat,789
2022,Juni,KALIMANTAN BARAT,Aruk,Darat,969
2022,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,0
2022,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,65187
2022,Juli,BALI,Ngurah Rai,Udara,246442
2022,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,119179
2022,Juli,JAWA TIMUR,Juanda,Udara,6087
2022,Juli,SUMATERA UTARA,Kualanamu,Udara,7518
2022,Juli,JAWA BARAT,Husein Sastranegara,Udara,21
2022,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,809
2022,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1658
2022,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,1684
2022,Juli,SUMATERA BARAT,Minangkabau,Udara,0
2022,Juli,RIAU,Sultan Syarif Kasim II,Udara,32
2022,Juli,ACEH,Sultan Iskandar Muda,Udara,0
2022,Juli,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Juli,KALIMANTAN BARAT,Supadio,Udara,0
2022,Juli,SULAWESI SELATAN,Hasanuddin,Udara,706
2022,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1024
2022,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2024
2022,Juli,KEP. RIAU,Batam,Laut,56610
2022,Juli,KEP. RIAU,Tanjung Uban,Laut,16988
2022,Juli,KEP. RIAU,Tanjung Pinang,Laut,1965
2022,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,4122
2022,Juli,BALI,Tanjung Benoa,Laut,62
2022,Juli,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,104446
2022,Juli,PAPUA,Jayapura,Darat,0
2022,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,1149
2022,Juli,KALIMANTAN BARAT,Entikong,Darat,646
2022,Juli,KALIMANTAN BARAT,Aruk,Darat,1792
2022,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,15
2022,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,70142
2022,Agustus,BALI,Ngurah Rai,Udara,276627
2022,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,121427
2022,Agustus,JAWA TIMUR,Juanda,Udara,8386
2022,Agustus,SUMATERA UTARA,Kualanamu,Udara,10287
2022,Agustus,JAWA BARAT,Husein Sastranegara,Udara,15
2022,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,640
2022,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2054
2022,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,1758
2022,Agustus,SUMATERA BARAT,Minangkabau,Udara,0
2022,Agustus,RIAU,Sultan Syarif Kasim II,Udara,117
2022,Agustus,ACEH,Sultan Iskandar Muda,Udara,0
2022,Agustus,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Agustus,KALIMANTAN BARAT,Supadio,Udara,0
2022,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,503
2022,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,4
2022,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,682
2022,Agustus,KEP. RIAU,Batam,Laut,59750
2022,Agustus,KEP. RIAU,Tanjung Uban,Laut,13277
2022,Agustus,KEP. RIAU,Tanjung Pinang,Laut,2801
2022,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,3139
2022,Agustus,BALI,Tanjung Benoa,Laut,32
2022,Agustus,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,85919
2022,Agustus,PAPUA,Jayapura,Darat,0
2022,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,3120
2022,Agustus,KALIMANTAN BARAT,Entikong,Darat,745
2022,Agustus,KALIMANTAN BARAT,Aruk,Darat,1149
2022,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,318
2022,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,77759
2022,September,BALI,Ngurah Rai,Udara,291115
2022,September,DKI JAKARTA,Soekarno-Hatta,Udara,111033
2022,September,JAWA TIMUR,Juanda,Udara,9152
2022,September,SUMATERA UTARA,Kualanamu,Udara,5895
2022,September,JAWA BARAT,Husein Sastranegara,Udara,0
2022,September,DI YOGYAKARTA,Adi Sucipto,Udara,974
2022,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2251
2022,September,SULAWESI UTARA,Sam Ratulangi,Udara,2178
2022,September,SUMATERA BARAT,Minangkabau,Udara,0
2022,September,RIAU,Sultan Syarif Kasim II,Udara,272
2022,September,ACEH,Sultan Iskandar Muda,Udara,0
2022,September,JAWA TENGAH,Ahmad Yani,Udara,0
2022,September,KALIMANTAN BARAT,Supadio,Udara,0
2022,September,SULAWESI SELATAN,Hasanuddin,Udara,701
2022,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,4
2022,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,623
2022,September,KEP. RIAU,Batam,Laut,77981
2022,September,KEP. RIAU,Tanjung Uban,Laut,18218
2022,September,KEP. RIAU,Tanjung Pinang,Laut,3716
2022,September,KEP. RIAU,Tanjung Balai Karimun,Laut,4188
2022,September,BALI,Tanjung Benoa,Laut,46
2022,September,JAWA TENGAH,Tanjung Mas,Laut,0
2022,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,92519
2022,September,PAPUA,Jayapura,Darat,0
2022,September,NUSA TENGGARA TIMUR,Atambua,Darat,2672
2022,September,KALIMANTAN BARAT,Entikong,Darat,1360
2022,September,KALIMANTAN BARAT,Aruk,Darat,1692
2022,September,KALIMANTAN BARAT,Nanga Badau,Darat,425
2022,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,73591
2022,Oktober,BALI,Ngurah Rai,Udara,305152
2022,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,112527
2022,Oktober,JAWA TIMUR,Juanda,Udara,9415
2022,Oktober,SUMATERA UTARA,Kualanamu,Udara,11454
2022,Oktober,JAWA BARAT,Husein Sastranegara,Udara,0
2022,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,1933
2022,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2226
2022,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,1581
2022,Oktober,SUMATERA BARAT,Minangkabau,Udara,371
2022,Oktober,RIAU,Sultan Syarif Kasim II,Udara,632
2022,Oktober,ACEH,Sultan Iskandar Muda,Udara,257
2022,Oktober,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Oktober,KALIMANTAN BARAT,Supadio,Udara,0
2022,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,897
2022,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,90
2022,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,539
2022,Oktober,KEP. RIAU,Batam,Laut,77752
2022,Oktober,KEP. RIAU,Tanjung Uban,Laut,19932
2022,Oktober,KEP. RIAU,Tanjung Pinang,Laut,3912
2022,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,4085
2022,Oktober,BALI,Tanjung Benoa,Laut,92
2022,Oktober,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,101617
2022,Oktober,PAPUA,Jayapura,Darat,78
2022,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,2646
2022,Oktober,KALIMANTAN BARAT,Entikong,Darat,1804
2022,Oktober,KALIMANTAN BARAT,Aruk,Darat,2116
2022,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,347
2022,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,72773
2022,November,BALI,Ngurah Rai,Udara,287025
2022,November,DKI JAKARTA,Soekarno-Hatta,Udara,113729
2022,November,JAWA TIMUR,Juanda,Udara,9644
2022,November,SUMATERA UTARA,Kualanamu,Udara,10615
2022,November,JAWA BARAT,Husein Sastranegara,Udara,0
2022,November,DI YOGYAKARTA,Adi Sucipto,Udara,1947
2022,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1921
2022,November,SULAWESI UTARA,Sam Ratulangi,Udara,1721
2022,November,SUMATERA BARAT,Minangkabau,Udara,709
2022,November,RIAU,Sultan Syarif Kasim II,Udara,955
2022,November,ACEH,Sultan Iskandar Muda,Udara,452
2022,November,JAWA TENGAH,Ahmad Yani,Udara,0
2022,November,KALIMANTAN BARAT,Supadio,Udara,0
2022,November,SULAWESI SELATAN,Hasanuddin,Udara,526
2022,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2022,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,735
2022,November,KEP. RIAU,Batam,Laut,80216
2022,November,KEP. RIAU,Tanjung Uban,Laut,16473
2022,November,KEP. RIAU,Tanjung Pinang,Laut,3117
2022,November,KEP. RIAU,Tanjung Balai Karimun,Laut,3588
2022,November,BALI,Tanjung Benoa,Laut,373
2022,November,JAWA TENGAH,Tanjung Mas,Laut,0
2022,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,90127
2022,November,PAPUA,Jayapura,Darat,166
2022,November,NUSA TENGGARA TIMUR,Atambua,Darat,2511
2022,November,KALIMANTAN BARAT,Entikong,Darat,1771
2022,November,KALIMANTAN BARAT,Aruk,Darat,1197
2022,November,KALIMANTAN BARAT,Nanga Badau,Darat,291
2022,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,74974
2022,Desember,BALI,Ngurah Rai,Udara,376361
2022,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,124475
2022,Desember,JAWA TIMUR,Juanda,Udara,14264
2022,Desember,SUMATERA UTARA,Kualanamu,Udara,19198
2022,Desember,JAWA BARAT,Husein Sastranegara,Udara,0
2022,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,5169
2022,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2914
2022,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,1142
2022,Desember,SUMATERA BARAT,Minangkabau,Udara,3062
2022,Desember,RIAU,Sultan Syarif Kasim II,Udara,1977
2022,Desember,ACEH,Sultan Iskandar Muda,Udara,1177
2022,Desember,JAWA TENGAH,Ahmad Yani,Udara,0
2022,Desember,KALIMANTAN BARAT,Supadio,Udara,0
2022,Desember,SULAWESI SELATAN,Hasanuddin,Udara,1530
2022,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2022,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,658
2022,Desember,KEP. RIAU,Batam,Laut,144521
2022,Desember,KEP. RIAU,Tanjung Uban,Laut,31367
2022,Desember,KEP. RIAU,Tanjung Pinang,Laut,5475
2022,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,6684
2022,Desember,BALI,Tanjung Benoa,Laut,914
2022,Desember,JAWA TENGAH,Tanjung Mas,Laut,0
2022,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,111006
2022,Desember,PAPUA,Jayapura,Darat,184
2022,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,4300
2022,Desember,KALIMANTAN BARAT,Entikong,Darat,3877
2022,Desember,KALIMANTAN BARAT,Aruk,Darat,3020
2022,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,1153
2022,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,88041
2021,Januari,BALI,Ngurah Rai,Udara,2
2021,Januari,DKI JAKARTA,Soekarno-Hatta,Udara,1238
2021,Januari,JAWA TIMUR,Juanda,Udara,20
2021,Januari,SUMATERA UTARA,Kualanamu,Udara,11
2021,Januari,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Januari,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Januari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,1
2021,Januari,SULAWESI UTARA,Sam Ratulangi,Udara,433
2021,Januari,SUMATERA BARAT,Minangkabau,Udara,0
2021,Januari,RIAU,Sultan Syarif Kasim II,Udara,1
2021,Januari,ACEH,Sultan Iskandar Muda,Udara,0
2021,Januari,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Januari,KALIMANTAN BARAT,Supadio,Udara,0
2021,Januari,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Januari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Januari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,25
2021,Januari,KEP. RIAU,Batam,Laut,260
2021,Januari,KEP. RIAU,Tanjung Uban,Laut,0
2021,Januari,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Januari,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Januari,BALI,Tanjung Benoa,Laut,8
2021,Januari,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Januari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,37399
2021,Januari,PAPUA,Jayapura,Darat,2
2021,Januari,NUSA TENGGARA TIMUR,Atambua,Darat,4
2021,Januari,KALIMANTAN BARAT,Entikong,Darat,6
2021,Januari,KALIMANTAN BARAT,Aruk,Darat,3
2021,Januari,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Januari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,87102
2021,Februari,BALI,Ngurah Rai,Udara,12
2021,Februari,DKI JAKARTA,Soekarno-Hatta,Udara,5958
2021,Februari,JAWA TIMUR,Juanda,Udara,69
2021,Februari,SUMATERA UTARA,Kualanamu,Udara,17
2021,Februari,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Februari,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Februari,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,Februari,SULAWESI UTARA,Sam Ratulangi,Udara,1027
2021,Februari,SUMATERA BARAT,Minangkabau,Udara,0
2021,Februari,RIAU,Sultan Syarif Kasim II,Udara,3
2021,Februari,ACEH,Sultan Iskandar Muda,Udara,0
2021,Februari,JAWA TENGAH,Ahmad Yani,Udara,0
2021,Februari,KALIMANTAN BARAT,Supadio,Udara,0
2021,Februari,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Februari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Februari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,24
2021,Februari,KEP. RIAU,Batam,Laut,157
2021,Februari,KEP. RIAU,Tanjung Uban,Laut,0
2021,Februari,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Februari,KEP. RIAU,Tanjung Balai Karimun,Laut,15
2021,Februari,BALI,Tanjung Benoa,Laut,0
2021,Februari,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Februari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,29128
2021,Februari,PAPUA,Jayapura,Darat,2
2021,Februari,NUSA TENGGARA TIMUR,Atambua,Darat,26
2021,Februari,KALIMANTAN BARAT,Entikong,Darat,11
2021,Februari,KALIMANTAN BARAT,Aruk,Darat,2
2021,Februari,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Februari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,69337
2021,Maret,BALI,Ngurah Rai,Udara,3
2021,Maret,DKI JAKARTA,Soekarno-Hatta,Udara,10188
2021,Maret,JAWA TIMUR,Juanda,Udara,52
2021,Maret,SUMATERA UTARA,Kualanamu,Udara,45
2021,Maret,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Maret,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Maret,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,2
2021,Maret,SULAWESI UTARA,Sam Ratulangi,Udara,2513
2021,Maret,SUMATERA BARAT,Minangkabau,Udara,0
2021,Maret,RIAU,Sultan Syarif Kasim II,Udara,8
2021,Maret,ACEH,Sultan Iskandar Muda,Udara,0
2021,Maret,JAWA TENGAH,Ahmad Yani,Udara,2
2021,Maret,KALIMANTAN BARAT,Supadio,Udara,0
2021,Maret,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,39
2021,Maret,KEP. RIAU,Batam,Laut,343
2021,Maret,KEP. RIAU,Tanjung Uban,Laut,81
2021,Maret,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Maret,BALI,Tanjung Benoa,Laut,0
2021,Maret,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,34893
2021,Maret,PAPUA,Jayapura,Darat,0
2021,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,0
2021,Maret,KALIMANTAN BARAT,Entikong,Darat,14
2021,Maret,KALIMANTAN BARAT,Aruk,Darat,13
2021,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,71783
2021,April,BALI,Ngurah Rai,Udara,9
2021,April,DKI JAKARTA,Soekarno-Hatta,Udara,15471
2021,April,JAWA TIMUR,Juanda,Udara,106
2021,April,SUMATERA UTARA,Kualanamu,Udara,22
2021,April,JAWA BARAT,Husein Sastranegara,Udara,0
2021,April,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,April,SULAWESI UTARA,Sam Ratulangi,Udara,2685
2021,April,SUMATERA BARAT,Minangkabau,Udara,0
2021,April,RIAU,Sultan Syarif Kasim II,Udara,1
2021,April,ACEH,Sultan Iskandar Muda,Udara,1
2021,April,JAWA TENGAH,Ahmad Yani,Udara,2
2021,April,KALIMANTAN BARAT,Supadio,Udara,0
2021,April,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,29
2021,April,KEP. RIAU,Batam,Laut,191
2021,April,KEP. RIAU,Tanjung Uban,Laut,10
2021,April,KEP. RIAU,Tanjung Pinang,Laut,0
2021,April,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,April,BALI,Tanjung Benoa,Laut,0
2021,April,JAWA TENGAH,Tanjung Mas,Laut,0
2021,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,30717
2021,April,PAPUA,Jayapura,Darat,3
2021,April,NUSA TENGGARA TIMUR,Atambua,Darat,3
2021,April,KALIMANTAN BARAT,Entikong,Darat,2
2021,April,KALIMANTAN BARAT,Aruk,Darat,1
2021,April,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,63503
2021,Mei,BALI,Ngurah Rai,Udara,8
2021,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,12775
2021,Mei,JAWA TIMUR,Juanda,Udara,160
2021,Mei,SUMATERA UTARA,Kualanamu,Udara,50
2021,Mei,JAWA BARAT,Husein Sastranegara,Udara,1
2021,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
2021,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,1015
2021,Mei,SUMATERA BARAT,Minangkabau,Udara,0
2021,Mei,RIAU,Sultan Syarif Kasim II,Udara,0
2021,Mei,ACEH,Sultan Iskandar Muda,Udara,4
2021,Mei,JAWA TENGAH,Ahmad Yani,Udara,1
2021,Mei,KALIMANTAN BARAT,Supadio,Udara,0
2021,Mei,SULAWESI SELATAN,Hasanuddin,Udara,0
2021,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,0
2021,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,26
2021,Mei,KEP. RIAU,Batam,Laut,245
2021,Mei,KEP. RIAU,Tanjung Uban,Laut,20
2021,Mei,KEP. RIAU,Tanjung Pinang,Laut,0
2021,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,0
2021,Mei,BALI,Tanjung Benoa,Laut,0
2021,Mei,JAWA TENGAH,Tanjung Mas,Laut,0
2021,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,39455
2021,Mei,PAPUA,Jayapura,Darat,0
2021,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,13
2021,Mei,KALIMANTAN BARAT,Entikong,Darat,0
2021,Mei,KALIMANTAN BARAT,Aruk,Darat,1
2021,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,0
2021,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,85659
2021,Juni,BALI,Ngurah Rai,Udara,1
2021,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,13448
2021,Juni,JAWA TIMUR,Juanda,Udara,181
2021,Juni,SUMATERA UTARA,Kualanamu,Udara,38
2021,Juni,JAWA BARAT,Husein Sastranegara,Udara,0
2021,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,0
2021,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,0
